@relation BOOKKEEPER_Training_Set_5

@attribute Size numeric
@attribute 'Number Of Revisions(numNR)' numeric
@attribute 'Number Of DefectFixes(NumFix)' numeric
@attribute 'Number Of Comment Lines In Class' numeric
@attribute totalInvokedClasses numeric
@attribute 'Number Of Methods' numeric
@attribute 'Number Of Java Imports' numeric
@attribute ' Number Of Api Imports' numeric
@attribute 'Number Of Package Imports' numeric
@attribute 'Number Of Authors (numAuth)' numeric
@attribute 'CHURN value' numeric
@attribute 'CHURN MAX' numeric
@attribute 'CHURN Averange' numeric
@attribute 'LOC touched value' numeric
@attribute 'LOC added MAX' numeric
@attribute 'LOC added Averange' numeric
@attribute 'LOC deleted MAX' numeric
@attribute 'LOC deleted Averange' numeric
@attribute 'Is Buggy ' {YES,NO}

@data
728,6,0,16,16,21,9,10,9,2,882,714,147,1134,714,155.166667,121,155.166667,YES
205,4,0,4,4,9,11,7,3,2,205,204,51.25,219,204,53,4,53,YES
50,2,0,1,1,0,2,0,0,2,50,50,25,56,50,26.5,3,26.5,NO
185,5,0,1,6,4,2,5,2,3,185,184,37,229,184,41.4,16,41.4,YES
61,3,0,1,0,3,0,0,0,3,61,61,20.333333,71,61,22,4,22,YES
157,8,0,1,3,3,4,5,4,3,181,167,22.625,263,167,26.25,26,26.25,YES
81,4,0,3,0,2,0,3,1,3,81,80,20.25,103,80,23,7,23,NO
84,3,0,7,0,4,2,3,0,2,84,83,28,182,83,44.333333,46,44.333333,NO
762,12,0,9,17,27,8,7,10,3,770,547,64.166667,2162,547,121.833333,520,121.833333,YES
248,7,0,5,6,2,6,3,1,3,252,198,36,328,198,41.142857,16,41.142857,YES
169,9,0,2,2,5,2,5,4,3,171,140,19,295,140,25.777778,17,25.777778,NO
196,6,0,14,1,5,1,4,9,3,196,178,32.666667,252,178,37.333333,9,37.333333,YES
67,4,0,1,1,0,3,2,0,3,67,67,16.75,85,67,19,7,19,NO
165,4,0,11,0,1,1,3,3,3,165,138,41.25,199,138,45.5,11,45.5,YES
173,4,0,3,1,6,8,4,4,3,173,170,43.25,213,170,48.25,17,48.25,YES
103,6,0,6,0,1,1,3,5,2,107,101,17.833333,151,101,21.166667,10,21.166667,YES
78,1,0,2,0,6,1,0,3,1,78,78,78,78,78,78,0,78,YES
87,2,0,5,0,2,0,0,1,2,87,87,43.5,89,87,44,1,44,YES
85,2,0,1,0,0,1,0,0,2,85,85,42.5,87,85,43,1,43,NO
105,2,0,3,2,6,1,5,1,1,105,61,52.5,107,61,53,1,53,YES
216,4,0,6,1,11,0,0,1,2,216,216,54,232,216,56,6,56,YES
377,4,0,11,1,26,1,1,0,2,377,377,94.25,417,377,99.25,11,99.25,YES
253,2,0,12,3,9,3,6,5,1,253,251,126.5,257,251,127.5,2,127.5,YES
193,1,0,5,3,9,4,8,5,1,193,193,193,193,193,193,0,193,YES
514,1,0,25,5,24,8,9,5,1,514,514,514,514,514,514,0,514,YES
204,1,0,8,5,5,1,8,2,1,204,204,204,204,204,204,0,204,NO
144,1,0,1,0,9,1,1,2,1,144,144,144,144,144,144,0,144,YES
98,1,0,6,4,0,1,2,1,1,98,98,98,98,98,98,0,98,NO
181,7,0,2,9,7,5,6,6,3,189,178,27,225,178,29,9,29,YES
154,4,0,1,1,0,0,0,0,3,154,75,38.5,170,75,40.5,5,40.5,YES
393,11,0,9,15,11,7,9,5,3,399,209,36.272727,585,209,44.454545,48,44.454545,YES
132,3,0,5,1,3,3,4,0,3,132,75,44,146,75,46.333333,7,46.333333,NO
533,8,0,22,6,24,15,2,1,3,535,521,66.875,579,521,69.5,8,69.5,NO
603,9,0,55,10,16,7,22,8,3,607,573,67.444444,763,573,75.888889,24,75.888889,YES
148,1,0,3,3,21,0,0,0,1,148,148,148,148,148,148,0,148,YES
174,3,0,16,1,1,4,2,3,2,174,173,58,194,173,61.333333,8,61.333333,NO
148,3,0,9,0,2,3,2,2,2,148,147,49.333333,168,147,52.666667,8,52.666667,NO
92,6,0,6,2,0,2,3,2,3,1442,763,240.333333,1576,763,139,688,139,NO
234,6,0,18,12,4,8,16,2,3,234,209,39,642,209,73,101,73,YES
54,3,0,1,0,0,1,0,2,3,54,54,18,64,54,19.666667,4,19.666667,NO
38,2,0,1,0,0,0,0,0,2,38,38,19,48,38,21.5,5,21.5,YES
98,2,0,3,2,3,4,0,0,2,98,98,49,106,98,51,4,51,NO
39,3,0,1,0,1,0,2,0,2,39,38,13,59,38,16.333333,7,16.333333,NO
69,3,0,1,2,0,2,0,0,3,119,94,39.666667,127,94,32.666667,25,32.666667,NO
94,1,0,6,2,2,2,6,0,1,94,94,94,94,94,94,0,94,YES
72,1,0,1,0,3,0,6,0,1,72,72,72,72,72,72,0,72,NO
42,1,0,1,0,3,0,0,0,1,42,42,42,42,42,42,0,42,NO
48,3,0,1,0,1,0,3,0,2,48,48,16,64,48,18.666667,5,18.666667,NO
63,2,0,1,0,2,0,5,0,2,63,63,31.5,71,63,33.5,4,33.5,NO
237,2,0,1,0,10,1,9,0,2,237,237,118.5,277,237,128.5,20,128.5,NO
133,3,0,5,5,4,0,9,0,2,133,133,44.333333,145,133,46.333333,5,46.333333,YES
137,4,0,3,4,3,3,12,0,2,137,136,34.25,163,136,37.5,10,37.5,YES
177,3,0,4,7,9,4,4,0,2,177,176,59,185,176,60.333333,2,60.333333,YES
46,2,0,1,1,0,0,0,0,2,46,46,23,48,46,23.5,1,23.5,NO
128,5,0,8,9,1,2,10,0,3,128,127,25.6,146,127,27.4,5,27.4,NO
149,3,0,45,2,13,1,5,0,2,149,148,49.666667,155,148,50.666667,2,50.666667,NO
58,2,0,5,1,1,0,2,0,2,58,58,29,60,58,29.5,1,29.5,NO
149,2,0,33,1,2,1,5,0,2,149,149,74.5,155,149,76,3,76,NO
74,2,0,1,2,5,0,2,0,2,74,74,37,82,74,39,4,39,NO
37,1,0,1,0,0,0,0,0,1,37,37,37,37,37,37,0,37,NO
38,2,0,1,0,0,0,0,0,2,38,38,19,42,38,20,2,20,NO
39,2,0,1,0,0,0,0,0,2,39,39,19.5,41,39,20,1,20,NO
96,4,0,12,2,3,1,8,0,2,96,95,24,118,95,26.75,5,26.75,NO
88,3,0,15,0,4,0,5,0,2,88,87,29.333333,94,87,30.333333,2,30.333333,NO
71,4,0,10,1,1,0,8,0,2,71,70,17.75,85,70,19.5,3,19.5,NO
114,4,0,18,1,4,1,10,0,2,114,113,28.5,132,113,30.75,4,30.75,NO
336,6,0,98,4,6,5,15,0,3,336,329,56,492,329,69,35,69,NO
84,4,0,14,2,1,0,9,0,2,84,83,21,102,83,23.25,5,23.25,NO
58,3,0,4,6,1,0,9,0,2,58,58,19.333333,68,58,21,3,21,NO
123,4,0,33,1,1,2,10,0,2,123,122,30.75,137,122,32.5,4,32.5,YES
369,1,0,78,13,15,9,14,0,1,369,369,369,369,369,369,0,369,YES
231,5,0,60,4,4,3,18,0,2,231,224,46.2,255,224,48.6,6,48.6,YES
586,4,0,128,8,28,4,28,0,2,586,585,146.5,704,585,161.25,48,161.25,YES
366,5,0,101,9,9,4,25,0,2,366,365,73.2,414,365,78,14,78,NO
99,4,0,22,1,1,2,9,0,2,99,98,24.75,117,98,27,4,27,YES
41,1,0,2,1,1,0,2,0,1,41,41,41,41,41,41,0,41,NO
66,2,0,4,1,4,2,4,0,2,66,65,33,92,65,39.5,13,39.5,NO
54,3,0,1,2,2,1,4,0,3,54,45,18,56,45,18.333333,1,18.333333,NO
47,2,0,1,0,0,0,1,0,2,47,47,23.5,55,47,25.5,4,25.5,NO
183,4,0,1,2,9,2,4,0,3,187,185,46.75,223,185,50.75,16,50.75,NO
49,1,0,1,1,0,2,0,0,1,49,49,49,49,49,49,0,49,NO
50,1,0,1,0,2,0,0,0,1,50,50,50,50,50,50,0,50,NO
98,2,0,1,2,2,4,2,0,2,98,97,49,102,97,50,2,50,NO
138,1,0,23,2,8,1,0,0,1,138,138,138,138,138,138,0,138,NO
43,1,0,1,0,1,0,0,0,1,43,43,43,43,43,43,0,43,NO
42,1,0,1,0,2,0,0,0,1,42,42,42,42,42,42,0,42,NO
56,1,0,5,1,0,3,0,0,1,56,56,56,56,56,56,0,56,NO
162,2,0,5,10,2,1,1,0,2,162,162,81,164,162,81.5,1,81.5,NO
6367,2,0,141,17,376,0,0,0,2,6367,6095,3183.5,18077,6127,6111,5855,6111,NO
153,2,0,4,2,0,3,5,0,2,153,153,76.5,157,153,77.5,2,77.5,NO
43,1,0,1,0,0,0,4,0,1,43,43,43,43,43,43,0,43,NO
41,2,0,5,1,0,0,2,0,2,41,41,20.5,43,41,21,1,21,NO
105,3,0,2,3,3,4,3,0,2,105,104,35,205,104,51.666667,48,51.666667,YES
105,5,0,1,9,2,4,6,5,3,105,103,21,191,103,29.6,39,29.6,YES
92,4,0,1,6,2,2,2,5,3,92,91,23,160,91,31.5,31,31.5,YES
101,3,0,3,7,2,2,17,0,2,101,100,33.666667,201,100,50.333333,48,50.333333,NO
45,1,0,3,0,0,2,1,0,1,45,45,45,45,45,45,0,45,NO
289,2,0,31,4,36,9,4,0,2,289,289,144.5,291,289,145,1,145,NO
32,2,0,1,0,1,0,2,0,2,32,31,16,38,31,17.5,3,17.5,NO
111,1,0,1,0,4,4,3,0,1,111,111,111,111,111,111,0,111,NO
35,2,0,1,0,0,0,0,0,2,35,35,17.5,37,35,18,1,18,NO
81,1,0,2,1,5,2,5,0,1,81,81,81,81,81,81,0,81,NO
27,1,0,1,0,3,0,0,0,1,27,27,27,27,27,27,0,27,NO
28,1,0,1,0,2,0,1,0,1,28,28,28,28,28,28,0,28,NO
29,2,0,1,0,2,0,3,0,2,29,29,14.5,31,29,15,1,15,NO
566,4,0,48,11,32,11,17,0,3,566,561,141.5,634,561,150,32,150,YES
64,2,0,1,1,3,0,9,0,2,64,64,32,96,64,40,16,40,NO
29,2,0,1,0,1,0,1,0,2,29,29,14.5,31,29,15,1,15,NO
64,2,0,1,0,3,0,9,0,2,64,64,32,66,64,32.5,1,32.5,NO
37,2,0,1,0,1,0,2,0,2,37,37,18.5,43,37,20,3,20,NO
68,2,0,1,1,3,0,11,0,2,68,68,34,90,68,39.5,11,39.5,YES
154,3,0,16,2,4,1,22,0,2,154,153,51.333333,176,153,55,9,55,YES
72,2,0,1,0,3,0,12,0,2,72,72,36,74,72,36.5,1,36.5,YES
385,6,0,31,37,10,12,45,3,3,385,364,64.166667,415,364,66.666667,8,66.666667,NO
76,2,0,7,7,1,0,10,0,2,76,76,38,80,76,39,2,39,NO
159,3,0,15,2,6,2,22,0,2,159,158,53,167,158,54.333333,2,54.333333,NO
737,3,0,43,10,28,7,27,5,2,737,736,245.666667,1035,736,295.333333,144,295.333333,NO
74,2,0,1,0,5,0,2,0,2,74,74,37,78,74,38,2,38,NO
94,3,0,3,2,6,2,4,0,2,94,93,31.333333,100,93,32.333333,2,32.333333,NO
22,1,0,1,0,1,0,0,0,1,22,22,22,22,22,22,0,22,NO
427,3,0,10,5,15,10,12,0,2,427,426,142.333333,451,426,146.333333,10,146.333333,NO
62,1,0,1,0,0,2,0,0,1,62,62,62,62,62,62,0,62,NO
58,2,0,1,0,3,0,3,0,2,58,58,29,60,58,29.5,1,29.5,NO
91,2,0,1,0,6,0,3,0,2,91,91,45.5,101,91,48,5,48,NO
27,2,0,1,0,1,0,0,0,2,27,27,13.5,29,27,14,1,14,NO
77,2,0,1,0,6,0,1,0,2,77,77,38.5,81,77,39.5,2,39.5,NO
704,3,0,66,17,27,13,11,0,2,704,703,234.666667,780,703,247.333333,36,247.333333,YES
63,2,0,1,0,1,0,1,0,2,63,63,31.5,71,63,33.5,4,33.5,NO
37,1,0,1,0,2,0,0,0,1,37,37,37,37,37,37,0,37,NO
64,2,0,1,0,4,0,2,0,2,64,64,32,66,64,32.5,1,32.5,NO
124,2,0,3,1,2,3,8,0,2,124,124,62,130,124,63.5,3,63.5,NO
160,4,0,4,22,6,8,17,0,2,160,159,40,174,159,41.75,3,41.75,NO
36,2,0,2,0,2,0,1,0,2,36,36,18,46,36,20.5,5,20.5,NO
58,2,0,2,0,1,0,9,0,2,58,57,29,62,57,30,2,30,NO
62,1,0,1,0,3,0,9,0,1,62,62,62,62,62,62,0,62,NO
130,4,0,16,3,3,0,19,0,2,130,129,32.5,154,129,35.5,8,35.5,NO
74,2,0,5,0,1,0,10,0,2,74,73,37,78,73,38,2,38,NO
83,3,0,1,1,4,0,14,0,2,83,82,27.666667,89,82,28.666667,2,28.666667,NO
74,1,0,4,0,3,0,9,0,1,74,74,74,74,74,74,0,74,NO
48,2,0,6,1,0,0,3,0,2,48,48,24,52,48,25,2,25,NO
60,2,0,4,2,2,0,4,0,2,60,60,30,62,60,30.5,1,30.5,NO
70,3,0,1,0,4,0,10,0,2,70,70,23.333333,82,70,25.333333,4,25.333333,NO
183,4,0,10,4,12,2,22,0,2,183,180,45.75,221,180,50.5,12,50.5,NO
53,1,0,4,1,1,1,4,0,1,53,53,53,53,53,53,0,53,NO
452,4,0,37,9,24,7,17,0,2,452,450,113,492,450,118,17,118,NO
39,1,0,1,0,1,0,2,0,1,39,39,39,39,39,39,0,39,NO
78,2,0,7,0,5,3,6,0,2,78,78,39,86,78,41,4,41,NO
64,2,0,1,0,3,0,2,0,2,64,64,32,66,64,32.5,1,32.5,NO
31,2,0,1,0,1,0,1,0,2,31,31,15.5,33,31,16,1,16,NO
57,2,0,1,0,2,0,2,0,2,57,57,28.5,65,57,30.5,4,30.5,NO
104,2,0,24,0,4,0,4,0,2,104,104,52,118,104,55.5,7,55.5,NO
32,1,0,1,1,1,0,1,0,1,32,32,32,32,32,32,0,32,NO
227,3,0,1,4,12,6,19,0,2,227,226,75.666667,331,226,93,50,93,NO
197,4,0,4,4,10,7,9,0,3,197,187,49.25,219,187,52,6,52,NO
75,2,0,1,0,3,0,5,0,2,75,75,37.5,87,75,40.5,6,40.5,NO
28,1,0,1,0,2,0,2,0,1,28,28,28,28,28,28,0,28,NO
52,2,0,2,0,2,2,4,0,2,52,52,26,56,52,27,2,27,NO
429,3,0,21,9,20,5,21,0,2,429,428,143,583,428,168.666667,75,168.666667,NO
103,2,0,1,0,5,1,0,3,2,104,104,52,164,104,67,30,67,NO
35,1,0,1,1,0,1,1,0,1,35,35,35,35,35,35,0,35,NO
98,2,0,1,0,6,1,3,0,2,98,98,49,100,98,49.5,1,49.5,NO
79,3,0,6,0,2,1,9,0,2,79,78,26.333333,109,78,31.333333,13,31.333333,NO
215,3,1,1,11,5,3,14,8,1,215,177,71.666667,239,177,75.666667,8,75.666667,NO
271,2,0,2,10,4,9,13,6,1,271,260,135.5,297,260,142,13,142,NO
451,5,0,8,19,11,14,16,5,3,459,425,91.8,617,425,106.8,55,106.8,NO
137,0,0,5,3,1,6,3,2,0,0,0,0,0,0,0,0,0,NO
368,2,0,2,17,5,19,14,7,2,124,123,62,486,294,152.5,171,152.5,YES
764,20,7,60,16,29,14,8,8,3,612,327,30.6,1422,106,29,370,29,YES
51,2,0,1,0,3,1,0,1,2,53,52,26.5,55,52,26.5,2,26.5,NO
150,2,1,1,5,3,1,0,0,2,58,53,29,68,58,31.5,5,31.5,NO
31,2,0,1,0,1,1,0,0,2,35,33,17.5,35,33,16.5,2,16.5,NO
684,1,0,21,22,25,9,11,6,1,684,684,684,684,684,684,0,684,YES
180,0,0,10,1,8,3,0,0,0,0,0,0,0,0,0,0,0,NO
196,2,1,1,9,2,9,7,1,1,196,195,98,208,195,101,6,101,YES
482,13,5,34,12,12,18,2,2,3,291,129,22.384615,765,253,29.846154,194,29.846154,YES
40,1,1,7,0,0,0,0,0,1,40,40,40,40,40,40,0,40,NO
259,5,2,5,3,12,6,2,0,1,55,20,11,217,79,27.2,68,27.2,YES
379,4,1,9,12,4,13,13,2,3,379,211,94.75,423,228,100.25,17,100.25,YES
510,8,1,47,7,19,9,3,3,3,542,378,67.75,588,378,68.625,20,68.625,YES
32,1,0,1,0,0,1,0,0,1,32,32,32,32,32,32,0,32,NO
66,2,0,1,0,2,2,0,0,1,72,69,36,82,69,37,8,37,NO
187,5,2,9,5,11,2,2,4,2,191,183,38.2,239,183,42.6,22,42.6,YES
576,3,0,28,10,13,10,2,3,2,576,550,192,602,550,196.333333,11,196.333333,YES
158,3,0,7,4,1,7,2,0,1,158,157,52.666667,164,157,53.666667,2,53.666667,YES
46,8,2,1,0,0,2,0,0,2,579,531,72.375,761,92,16,541,16,YES
27,2,0,1,0,0,0,0,1,1,131,79,65.5,133,79,40,53,40,NO
788,7,4,49,8,34,13,2,2,3,788,712,112.571429,896,712,120.285714,19,120.285714,YES
60,1,0,1,0,7,0,0,0,1,60,60,60,60,60,60,0,60,NO
62,5,1,1,2,0,3,2,0,1,159,88,31.8,235,36,14.8,109,14.8,YES
88,2,0,1,1,1,3,2,0,1,138,113,69,148,113,59,30,59,YES
52,2,0,1,1,0,2,0,0,1,54,53,27,58,53,27.5,3,27.5,YES
163,2,1,1,4,16,2,0,1,2,6,4,3,12,6,4.5,2,4.5,NO
91,1,0,1,0,0,2,0,1,1,91,91,91,91,91,91,0,91,YES
147,0,0,18,0,17,7,0,0,0,0,0,0,0,0,0,0,0,NO
58,1,0,3,1,2,2,0,1,1,58,58,58,58,58,58,0,58,NO
44,1,0,1,0,0,6,2,0,1,44,44,44,44,44,44,0,44,NO
139,1,1,1,0,1,1,0,0,1,2,2,2,22,12,12,10,12,NO
282,1,0,1,19,2,1,0,0,1,11,11,11,11,11,11,0,11,NO
582,6,3,11,16,17,4,8,10,3,116,68,19.333333,270,106,25.333333,67,25.333333,YES
800,4,1,29,17,24,11,10,10,2,72,62,18,110,73,22.75,11,22.75,YES
216,3,2,6,4,9,11,7,4,1,11,7,3.666667,27,9,6.333333,3,6.333333,YES
55,1,0,1,1,1,2,0,0,1,5,5,5,13,9,9,4,9,NO
184,3,2,2,6,4,2,5,2,2,3,2,1,17,4,2.666667,5,2.666667,NO
65,1,1,1,0,4,0,0,0,1,4,4,4,22,13,13,9,13,NO
150,2,1,4,2,2,4,4,4,1,7,7,3.5,59,25,13,32,13,YES
81,0,0,3,0,2,0,3,1,0,0,0,0,0,0,0,0,0,NO
84,0,0,7,0,4,2,3,0,0,0,0,0,0,0,0,0,0,NO
905,9,5,20,20,30,9,7,11,3,143,65,15.888889,299,95,24.555556,30,24.555556,YES
312,5,2,10,6,3,7,3,1,3,64,44,12.8,76,44,14,4,14,YES
171,1,0,2,2,5,2,5,4,1,2,2,2,8,5,5,3,5,NO
153,6,3,4,2,6,1,4,9,3,49,46,8.166667,103,19,5,65,5,YES
84,1,0,1,1,1,3,4,0,1,17,17,17,35,26,26,9,26,NO
169,2,1,11,0,1,1,3,3,2,4,4,2,6,4,2.5,1,2.5,YES
189,3,1,9,1,6,8,4,4,2,16,15,5.333333,18,15,5.666667,1,5.666667,YES
127,5,3,6,1,3,1,3,5,2,24,14,4.8,94,37,11.8,23,11.8,YES
79,1,1,2,0,6,1,0,3,1,1,1,1,3,2,2,1,2,YES
90,1,1,5,1,3,0,0,1,1,3,3,3,47,25,25,22,25,NO
85,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NO
123,3,1,3,2,8,1,5,1,3,20,10,6.666667,22,10,6.666667,1,6.666667,YES
276,3,2,7,1,15,1,1,1,2,60,30,20,62,30,20.333333,1,20.333333,YES
549,6,4,11,1,39,2,1,0,2,182,110,30.333333,192,110,30.333333,9,30.333333,YES
27,1,0,1,0,0,0,1,0,1,27,27,27,27,27,27,0,27,NO
88,2,0,1,3,3,0,5,0,1,88,84,44,90,84,44.5,1,44.5,YES
283,4,3,14,3,9,5,6,5,3,30,23,7.5,42,23,9,4,9,YES
175,2,2,5,3,9,4,8,6,2,24,21,12,42,7,6,28,6,YES
507,4,4,25,5,25,9,9,6,2,25,16,6.25,65,15,7.25,31,7.25,YES
209,1,0,8,5,6,1,8,2,1,5,5,5,5,5,5,0,5,NO
147,1,1,1,0,9,1,1,3,1,3,3,3,7,5,5,2,5,NO
98,1,0,6,4,0,1,2,1,1,0,0,0,2,1,1,1,1,NO
132,1,1,8,1,3,6,0,0,1,132,132,132,132,132,132,0,132,NO
236,1,0,6,4,14,1,0,0,1,236,236,236,236,236,236,0,236,YES
227,3,2,2,10,11,7,6,7,2,46,26,15.333333,52,26,16.333333,2,16.333333,YES
172,3,2,1,1,0,0,0,0,2,18,8,6,22,10,6.666667,2,6.666667,NO
507,9,4,14,17,15,7,10,7,2,114,59,12.666667,192,61,17,22,17,YES
90,1,0,1,0,8,2,0,5,1,90,90,90,90,90,90,0,90,YES
58,1,0,1,0,6,0,0,1,1,58,58,58,58,58,58,0,58,NO
132,0,0,5,1,3,3,4,0,0,0,0,0,0,0,0,0,0,NO
529,4,0,22,6,24,15,2,1,1,4,3,1,22,5,2.25,8,2.25,YES
694,10,5,57,12,19,7,26,8,3,107,43,10.7,295,48,19.3,44,19.3,YES
148,0,0,3,3,21,0,0,0,0,0,0,0,0,0,0,0,0,YES
174,0,0,16,1,1,4,2,3,0,0,0,0,0,0,0,0,0,NO
148,0,0,9,0,2,3,2,2,0,0,0,0,0,0,0,0,0,NO
92,1,0,6,2,0,2,3,2,1,0,0,0,4,2,2,2,2,NO
77,1,0,1,1,1,1,3,0,1,77,77,77,77,77,77,0,77,NO
664,2,0,40,8,3,6,0,0,1,665,665,332.5,667,665,333,1,333,NO
55,1,0,1,0,0,1,1,0,1,55,55,55,55,55,55,0,55,NO
256,3,1,18,14,5,10,11,3,2,22,19,7.333333,64,33,14.333333,14,14.333333,YES
54,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,NO
38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YES
98,0,0,3,2,3,4,0,0,0,0,0,0,0,0,0,0,0,YES
39,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,NO
47,1,0,1,0,2,1,2,0,1,47,47,47,47,47,47,0,47,NO
69,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,YES
43,1,0,1,0,2,0,1,0,1,43,43,43,43,43,43,0,43,NO
94,0,0,6,2,2,2,6,0,0,0,0,0,0,0,0,0,0,YES
72,0,0,1,0,3,0,6,0,0,0,0,0,0,0,0,0,0,NO
42,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,NO
48,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,NO
63,0,0,1,0,2,0,5,0,0,0,0,0,0,0,0,0,0,YES
318,3,0,2,0,12,1,11,0,2,81,47,27,91,47,28.666667,4,28.666667,YES
136,1,0,5,5,4,0,9,0,1,3,3,3,3,3,3,0,3,YES
141,1,0,3,4,3,3,12,0,1,4,4,4,4,4,4,0,4,YES
190,1,0,4,7,11,4,4,0,1,13,13,13,17,15,15,2,15,YES
46,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NO
165,1,0,8,11,3,2,18,0,1,37,37,37,81,59,59,22,59,NO
162,1,0,45,2,14,1,5,0,1,13,13,13,13,13,13,0,13,NO
58,0,0,5,1,1,0,2,0,0,0,0,0,0,0,0,0,0,NO
148,1,0,31,1,2,1,5,0,1,1,1,1,19,9,9,10,9,YES
74,0,0,1,2,5,0,2,0,0,0,0,0,0,0,0,0,0,NO
36,1,0,1,0,0,0,0,0,1,36,36,36,36,36,36,0,36,NO
37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO
38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO
39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO
96,0,0,12,2,3,1,8,0,0,0,0,0,0,0,0,0,0,YES
88,0,0,15,0,4,0,5,0,0,0,0,0,0,0,0,0,0,NO
71,0,0,10,1,1,0,8,0,0,0,0,0,0,0,0,0,0,NO
114,1,0,19,1,4,1,11,0,1,0,0,0,28,14,14,14,14,NO
342,1,0,98,4,6,5,15,0,1,6,6,6,78,42,42,36,42,YES
84,0,0,14,2,1,0,9,0,0,0,0,0,0,0,0,0,0,NO
58,0,0,4,6,1,0,9,0,0,0,0,0,0,0,0,0,0,NO
129,1,1,33,1,1,2,10,0,1,6,6,6,8,7,7,1,7,NO
363,1,1,77,13,15,9,14,0,1,6,6,6,16,5,5,11,5,YES
242,1,1,60,4,4,3,18,0,1,11,11,11,13,12,12,1,12,YES
682,4,1,136,11,32,4,30,0,1,96,37,24,144,38,30,14,30,YES
366,1,0,101,9,9,4,25,0,1,0,0,0,2,1,1,1,1,YES
103,1,1,22,1,1,2,9,0,1,4,4,4,6,5,5,1,5,YES
41,0,0,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,NO
66,0,0,4,1,4,2,4,0,0,0,0,0,0,0,0,0,0,NO
63,1,0,1,2,3,1,4,0,1,9,9,9,9,9,9,0,9,NO
47,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NO
183,0,0,1,2,9,2,4,0,0,0,0,0,0,0,0,0,0,NO
49,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,NO
50,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NO
98,0,0,1,2,2,4,2,0,0,0,0,0,0,0,0,0,0,NO
143,1,0,23,2,9,1,0,0,1,5,5,5,5,5,5,0,5,NO
43,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NO
42,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NO
56,1,0,5,2,0,3,0,0,1,0,0,0,6,3,3,3,3,NO
162,0,0,5,10,2,1,1,0,0,0,0,0,0,0,0,0,0,YES
6523,1,0,153,18,410,0,0,0,1,156,156,156,12852,6504,6504,6348,6504,YES
153,0,0,4,2,0,3,5,0,0,0,0,0,0,0,0,0,0,NO
