Rev commit ID,Ticket,Release Name,Creation Date
015b9bc7c86d8eba331ebc2dc1aea05325444151,AVRO-356,1.3.0,2010-01-20
26f53a11450952dc17b2248d6d08d18cb106acf7,AVRO-375,1.3.0,2010-01-25
8cbe31ef59354a9eff47aa82b13fd72650874b89,AVRO-375,1.3.0,2010-01-25
8a4ddb52579070a3744a2bb9a0baf42d5da6b0a5,AVRO-373,1.3.0,2010-01-23
8f3ad160ce8c452bfbafc4ca09ab263a2e6aa06a,AVRO-382,1.3.0,2010-01-27
b73d4499cb85dda67ba432ce156a22a74e78f142,AVRO-374,1.3.0,2010-01-24
3dfd487bf2a7b4f83b33f5ef9a9ed3e101bfe369,AVRO-385,1.3.0,2010-01-28
1167caf735140964f5dcba441b76d99e7c9ceed1,AVRO-389,1.3.0,2010-01-31
bf7db0c2ecb2104fb087f0eea560a7d36935929c,AVRO-390,1.3.0,2010-01-31
6c7b0e1396e9e6326f80a82515f4de44d4f0ebf9,AVRO-361,1.3.0,2010-01-21
f86e0305115fdf9aaa90b19e3bb8ee58324a1406,AVRO-387,1.3.0,2010-01-29
8c3259ba2089f1af607e60296a8de56292ea91b9,AVRO-208,1.3.0,2009-11-18
340c58f3c11c90d1b678bd0ceea8dd4fdc90ff94,AVRO-398,1.3.0,2010-02-04
e1c17e745462a8ac3d93ddef0bdaba3cdfac0a71,AVRO-408,1.3.0,2010-02-06
f4e4771f13fc9bc7921f71c1b9e094d5a4309134,AVRO-407,1.3.0,2010-02-05
3e3f0fbe27d319893393f34a887b2ab427a038c0,AVRO-411,1.3.0,2010-02-09
02b9415b1d31f0c4a5d8c52ca9821e18dd060d31,AVRO-413,1.3.0,2010-02-09
c221b63f52afd4d2b2c75b45360eb41bb9e55b7b,AVRO-416,1.3.0,2010-02-15
6595bb6610b4a43060471b4d54d53c1b874fa851,AVRO-318,1.3.0,2010-01-13
281f46ff26ed61d76d65cdfbd6e79382a804d236,AVRO-416,1.3.0,2010-02-15
674deee1e61c6ef21041951ad8db0771b4547a75,AVRO-417,1.3.0,2010-02-16
5d523b4d7f0f99cb0d231c05f847cda331d0fb4f,AVRO-421,1.3.0,2010-02-19
be98c2990d9d557e77424c0ea5d7b4b5a279a463,AVRO-422,1.3.0,2010-02-19
5dac18f3862ee12ab03f2a94be0f675d7101b40d,AVRO-437,1.3.1,2010-03-02
4313c25bb307d1c79f64cdb54104ba86a80edc60,AVRO-433,1.3.1,2010-02-26
a1368aa02fd7a5882cc0bb916742fcc9d5f0bdb1,AVRO-448,1.3.1,2010-03-03
3c8d3aa06e74b586b8c83d37c110445b4a7e88ee,AVRO-440,1.3.1,2010-03-02
69d6017b4de1b0d449b7cf0f7a958546ba1ba897,AVRO-418,1.3.1,2010-02-17
6e01d187db9e6afa423f40779cf8f2ca7597a3a6,AVRO-479,1.3.2,2010-03-17
3432fe2379f3d9a808a4f7bf02945f5303633b24,AVRO-480,1.3.2,2010-03-17
e3123126b5b07d7a71e2e15f838d98f047597554,AVRO-487,1.3.2,2010-03-22
492dc3b8f8a1b5dbf98b6c30b79b18ec87e7e89e,AVRO-461,1.3.3,2010-03-14
be73ec7ae269c3f503e55211add6b8cf9cb1fe50,AVRO-489,1.3.3,2010-03-24
e18f9ca99b848f301b6349869d2512f706dc73f3,AVRO-502,1.3.3,2010-04-04
ed9239ee042925d1d37949e7954ae971fe391fc6,AVRO-501,1.3.3,2010-04-03
a23505906e4fe76706365ff7aa92f386fb6fcf97,AVRO-496,1.3.3,2010-04-02
ff664ef8a34de6dac9044875d4059c1493ce6528,AVRO-500,1.3.3,2010-04-03
87b64a3b0530a433520bd32ca81858207bd64588,AVRO-515,1.3.3,2010-04-11
8c1db2821e3a0e87e7ab96498d4be14cb75f49d7,AVRO-516,1.3.3,2010-04-11
48da0df6c57ad2fd51ed91a971b44b415e17de4d,AVRO-516,1.3.3,2010-04-11
bc40723fc8aeeb0b57d83e8b2cbe1377d4a1ebe3,AVRO-516,1.3.3,2010-04-11
754bbd5a43f0156acaeb84bc2573274be1da8a69,AVRO-516,1.3.3,2010-04-11
9e422555234952d9d7090d14d86eb25e8114c586,AVRO-518,1.3.3,2010-04-15
1857557df701c5c27093dd2762cd60110f06a5f3,AVRO-517,1.3.3,2010-04-15
00c23392cc9a6a902217d58a5f20360163b61450,AVRO-524,1.3.3,2010-04-24
3f7443f350516b697e9e409c757c432be4540662,AVRO-527,1.3.3,2010-04-25
0d274c9617ee25f51abfcef572e881b93e8216b7,AVRO-499,1.3.3,2010-04-02
c2d9f070a66e2dd4203a8474ff8d53e4a6e0f406,AVRO-499,1.3.3,2010-04-02
a2365d95f8b7a8d20730a44654b2a20215bf9156,AVRO-548,1.3.3,2010-05-22
5949f5e5a36e47dc613b250a9b7f279f306240d0,AVRO-554,1.3.3,2010-05-27
3604f4fd70c81c782d26b7f7b0c2d6fa54240ae2,AVRO-517,1.3.3,2010-04-15
1b5c4e428e3ac83bee7d0a73e518880819f34541,AVRO-524,1.3.3,2010-04-24
cb3dab05528ea8597fa41d4c09618b2907d544d8,AVRO-499,1.3.3,2010-04-02
05cc368353d72c798b261d9dbfcee05d8c7cdaa5,AVRO-562,1.3.3,2010-06-04
50755b27a23a8ae8968f1126dbcff5ad91dd0a9f,AVRO-571,1.4.0,2010-06-09
2bce9ea43fada2e40501477af25c94c0f5fa771e,AVRO-447,1.4.0,2010-03-03
7f5901e8bdc281305ab29a32fd5630c5024b4feb,AVRO-589,1.4.0,2010-07-01
76088c6238f58ba05a5c891e3439b288ef0d0bc5,AVRO-596,1.4.0,2010-07-14
2dc24e02526e29a3bd385276d7db162f8624fc65,AVRO-573,1.4.0,2010-06-11
cc369c8d7ac793349eecf0fcdfe1ee82f79c6f88,AVRO-583,1.4.0,2010-06-22
5aa8b0cccef971441fcda29b86eee652ee6884a3,AVRO-604,1.4.0,2010-08-03
d7041830569503ca674fe0600c0d18f3707779cd,AVRO-609,1.4.0,2010-08-06
7afee340172a95bf1d7df4038ce615448f719a0d,AVRO-612,1.4.0,2010-08-13
bb4d21dec8fd0ab0ae233332197b90a783218082,AVRO-590,1.4.0,2010-07-01
4d31386d2a9c184b349a6f50b45bcdf73e7bb3f7,AVRO-620,1.4.0,2010-08-20
94c4c520a055d7e32dde19bdafac8c6ccfd72d08,AVRO-622,1.4.0,2010-08-24
35bb270f96850e789372c9e68855a9727e64aa9c,AVRO-541,1.4.0,2010-05-13
ce397913a36beaf1077aa2f98cab98f9b2a0a45a,AVRO-86,1.4.0,2009-07-31
e0bbd4f474776009648b4f8389deefccbefb39a9,AVRO-598,1.4.0,2010-07-15
6593926aed7eb2a142e32d2d58894738c3de0f51,AVRO-441,1.4.0,2010-03-02
8c2d1e975ddb3516e2c42de73d78f3d40556c13b,AVRO-510,1.4.0,2010-04-06
5355146c7a871aa70d4f8ed1ad6d82de516f1b96,AVRO-631,1.4.0,2010-08-25
4537345e599d764591ff4ccb2fd8e11efe5cbc67,AVRO-632,1.4.0,2010-08-26
61a54e4487501db5ce5ce3447363560fb0d880d6,AVRO-633,1.4.0,2010-08-26
72d74a4d1548083846adc8f18fa53881b713df8c,AVRO-640,1.4.0,2010-08-27
73feedb2d246bc9e89259e96a35e869e166fe248,AVRO-652,1.4.0,2010-09-02
8fed51d2d0faf08c744611b6feef61f853d43244,AVRO-650,1.4.0,2010-09-01
a3d6e2d839e1c1eeb81a08fdd1d3ad199326aee0,AVRO-666,1.4.1,2010-09-12
25dabab47a6dcdaee4c291b47467b0e63a850357,AVRO-664,1.4.1,2010-09-10
3efcc1ed043bc4f9866a34d9d9206f75a8e0b905,AVRO-667,1.4.1,2010-09-16
4bcde0be98a25e6246b8e56bd0786c75791401ec,AVRO-675,1.4.1,2010-09-30
b5097567812c1e09e91cc610bd0860c7cd16df4b,AVRO-671,1.4.1,2010-09-19
f7245d4546960c783d48d6bba27465a8bb99b04b,AVRO-537,1.4.1,2010-05-05
4dda8ddb4f6ca16d11b908f5597e299bb7fd8d76,AVRO-537,1.4.1,2010-05-05
4794325c1b416be59dfdc8c40d2d12d1cacc8b10,AVRO-675,1.5.0,2010-09-30
63ad1ce82e49b683a073745223a017057db8acab,AVRO-675,1.5.0,2010-09-30
954df1fc6c138b8213b7a8a3c6cb5a7888e51c7b,AVRO-681,1.5.0,2010-10-14
ddf2947a0493dad44c4151689d20adc01a1870e0,AVRO-685,1.5.0,2010-10-27
c9e3bcf524da7c3618201aa2b7189ba54900e1e1,AVRO-693,1.5.0,2010-11-04
9ecce5d7f857f099bc3038e87c09974bae4b8b77,AVRO-696,1.5.0,2010-11-17
0c52cf1c8f6ae6878787541fbc8973e8e71d9a8c,AVRO-702,1.5.0,2010-11-24
5440e53a1a9792b3f67eaf3eedc0c7c5f38629e8,AVRO-706,1.5.0,2010-12-02
bc55a1460c19c127d143736baef3e1881f22418c,AVRO-704,1.5.0,2010-11-30
759ef5d44b57bc23ac86a4eaf94f7d76d6e79f11,AVRO-705,1.5.0,2010-12-01
e0d56061638d04a592b7fcff2e1435182f4a4ec8,AVRO-710,1.5.0,2010-12-12
69c78580f2a0862e90f69a79fc73b66b5e2dc75a,AVRO-713,1.5.0,2010-12-15
a612645c98b33802c70259bc9599e39afc32b385,AVRO-669,1.5.0,2010-09-17
1116da410809a4572e6134c01b1e8e4be6627647,AVRO-717,1.5.0,2010-12-21
a0d444d9eb8ffac43ecabb7476f80cbae998170a,AVRO-694,1.5.0,2010-11-08
6076010d1b73aa9061b3a2a44f4242b6ab1d2230,AVRO-663,1.5.0,2010-09-09
309b4a3eddea7cf386d56c7371fc11159f0bb402,AVRO-663,1.5.0,2010-09-09
a1eb97af3d931594b450321eb277817d186e1f50,AVRO-688,1.5.0,2010-11-01
c849a8f76708f8995c311396f3933421b80bdaa7,AVRO-740,1.5.0,2011-01-20
b4f29d127108be85af3ea0f856c4ef3b52a2a798,AVRO-736,1.5.0,2011-01-18
a1e801aadba4ba65ce54b078d6c02b8617a88774,AVRO-742,1.5.0,2011-01-22
26ea6ca388642f96d4d0dfab28150d6b0f51aa33,AVRO-736,1.5.0,2011-01-18
335d72590281875b500f776afd3b43fc24c1e4dc,AVRO-745,1.5.0,2011-01-24
bd1c8fedb2c9566a9b161749fb6b49904b8caad8,AVRO-741,1.5.0,2011-01-20
7fedde60b8704c2715526f6da81d6c43c4ca03e3,AVRO-749,1.5.0,2011-01-28
9075618bf7890a8761107fa96da92dedf73d8a3e,AVRO-759,1.5.0,2011-02-08
b366fd1f242f160f86d473cf3c883e8a5d4ac8e5,AVRO-764,1.5.0,2011-02-13
f7e0c4a5c396077c936beedf145c6178167bc0ee,AVRO-764,1.5.0,2011-02-13
1c5bbe95f612b841bfeec3880e660d1b6ec44fab,AVRO-755,1.5.0,2011-02-01
6fccf353fcbf236c93f8afefdd20be5f7cd3fd5b,AVRO-772,1.5.0,2011-02-21
6fccf353fcbf236c93f8afefdd20be5f7cd3fd5b,AVRO-772,1.5.0,2011-02-21
16f9fbc19a28d6c22e6a8fe8550ff5801b853d0b,AVRO-761,1.5.0,2011-02-09
b7d0d2bdc56d4bc7b5514feb534a5194335445fc,AVRO-786,1.5.1,2011-03-22
a02c5c2ce3edae38b70648b177a78cc7a64a7b25,AVRO-780,1.5.1,2011-03-11
3f9db28ce5abc7163e7b8a718136d1d0b7e54caf,AVRO-790,1.5.1,2011-03-29
4601ccfd84bafa293d74ab4d2c9cd953652277c2,AVRO-801,1.5.1,2011-04-08
7472d98289bcb9776339ad253285a6f6dfa939cf,AVRO-793,1.5.1,2011-03-31
fbab55fdd499dae4736f099111aecf2bc8e488e3,AVRO-818,1.5.2,2011-05-12
947bd7daab9ac512bba06f09d27f9dd29b55bef7,AVRO-819,1.5.2,2011-05-12
85bc4f8916fa5db77b6ac3d78747e98844780d04,AVRO-815,1.5.2,2011-05-03
e05d7e823c8b05c18d4245b894eb43db66df21b6,AVRO-809,1.5.2,2011-04-22
ea05ebd20d8ae1fc7e6cdfa64c6a40c204d728fe,AVRO-820,1.5.2,2011-05-13
452ed338b64e52116e0c0c3e24705ad09cb27584,AVRO-833,1.5.2,2011-05-31
d4867eb2aba282ebc38d4a25631ea8cd802b2b18,AVRO-832,1.5.2,2011-05-31
77c3c699fa348c191cee812392dc025f6ed1331e,AVRO-815,1.5.2,2011-05-03
2f5cdaf1a0d0003a01184ee201ca8e81bd8a9db0,AVRO-824,1.5.2,2011-05-18
5b88de9f8724e046c745869b335b82a4af439af3,AVRO-845,1.5.2,2011-06-29
c4f243262392626c8a9e95ba1e4c355e21ab388a,AVRO-842,1.5.2,2011-06-24
07c66f99ada606e5e832d0b9cad0eab776c98c83,AVRO-825,1.5.2,2011-05-19
1fa65b7921fd9a718a70b53c9c2f61efbcbfc279,AVRO-746,1.5.2,2011-01-24
b61743eb5b604f50aeed13abcdd5164e2d71f706,AVRO-864,1.5.2,2011-07-24
827cac5eccfc507d829d7f734f9365f816eaf6d0,AVRO-864,1.5.2,2011-07-24
827cac5eccfc507d829d7f734f9365f816eaf6d0,AVRO-864,1.5.2,2011-07-24
827cac5eccfc507d829d7f734f9365f816eaf6d0,AVRO-864,1.5.2,2011-07-24
4f693b17f1065f1a688628af3578ee34c55bfbe8,AVRO-879,1.5.3,2011-08-22
174f5a8898511b7275a81a9b7e8f89ad6c7a40f4,AVRO-879,1.5.3,2011-08-22
72c9d6bb7aa23546a0bf82c2ce546fd1278bd72b,AVRO-884,1.5.4,2011-09-06
fe169ad3db467159b48da150c639c4ad7c06c0bf,AVRO-892,1.6.0,2011-09-21
471b3f5f896035f264f29cf4f6a136a23a0b40b3,AVRO-894,1.6.0,2011-09-25
d6d9116c6bfb31535491912f55a658d4f0291fb5,AVRO-894,1.6.0,2011-09-25
21223692e8066b2bdf2100641fb7befdae453e8e,AVRO-895,1.6.0,2011-09-26
2b4a20cddc3856755e1104775398c5d95d7570d5,AVRO-898,1.6.0,2011-09-27
126e9769f45f978f42321c4fc465198982df482b,AVRO-906,1.6.0,2011-10-04
86fa1ce37647ccc27cf85365ace50aa593073394,AVRO-901,1.6.0,2011-10-02
748e8c1be6a8c44e2a5cda05d05c5668526a7b25,AVRO-901,1.6.0,2011-10-02
d7dbac1ad7177bc8065298cc452466b2a39d7a9c,AVRO-901,1.6.0,2011-10-02
c4fa8c58b9952951ba2307cc2ec796ad05e822e2,AVRO-912,1.6.0,2011-10-06
a614a28bc9e2f90bf516577252863b8af1cd2e00,AVRO-903,1.6.0,2011-10-04
fdc2c4899f2ba71a661a3b3f239cc17fa7221fb2,AVRO-904,1.6.0,2011-10-04
85949e751323c72ed55af0a1ba1f47f3a55a318f,AVRO-902,1.6.0,2011-10-04
ff1e35fb0774691aa77ff47b196c5a1e7335240b,AVRO-914,1.6.0,2011-10-07
844ea7709ce2ef022cca280b4376cefb6d579c4b,AVRO-871,1.6.0,2011-08-09
eb895229861088c0b25dc0b23693920ccee5d593,AVRO-917,1.6.0,2011-10-08
c4c44266b38bce822072c200343520c58b4b6902,AVRO-916,1.6.0,2011-10-08
6e774f574bc75ade354423dadacfa9dd6aa5ff2b,AVRO-869,1.6.0,2011-08-03
287f348e2e331ebfca808275413585dd99e6865f,AVRO-913,1.6.0,2011-10-06
8fad411325a514d8dbf782c2a15ec169f3e428e6,AVRO-925,1.6.0,2011-10-12
b4bd442ba87dddefa58143a9793b31df3cb7e708,AVRO-931,1.6.0,2011-10-16
db12764c2637364addfb835b783533460d49a159,AVRO-927,1.6.0,2011-10-14
cd30b485062b1920887276cc44552590d703f443,AVRO-942,1.6.0,2011-10-23
cc434590d3e8970208bd60c822146b2e2a91382c,AVRO-945,1.6.0,2011-10-27
b0da28f5ba067365251aa0964caf5f3baee6d1bd,AVRO-948,1.6.0,2011-10-28
2ce7e30f51cbaec49016bc592df88202e39745ea,AVRO-943,1.6.0,2011-10-25
8b58efb07e6613d3a11a9e7b8e04797ffbc82413,AVRO-951,1.6.1,2011-11-03
729385bed515560f2d2319e9c3519958a4114846,AVRO-950,1.6.1,2011-11-03
0e6318c7415cfc5c814cc01e6bc037fa584adba3,AVRO-962,1.6.2,2011-11-28
480e5934ffba54a02361bd40a865cfc1ee80383c,AVRO-835,1.6.2,2011-06-04
f8e718ab54836079fe75ea1d0e60d0154d50448f,AVRO-966,1.6.2,2011-11-30
0ba056f58b54d299fbe991102b5aa416ac3ab845,AVRO-972,1.6.2,2011-12-08
940493f37adab4c3e0da3f7e98b04037836a18b5,AVRO-978,1.6.2,2011-12-12
09e1155948e295b9fed27bf76d57125d75063726,AVRO-968,1.6.2,2011-12-02
2874dfde27e4390f9b2510629dacff9d2db409d6,AVRO-984,1.6.2,2011-12-19
ebbcdcacd48ecb210a165de2d149582c87baca85,AVRO-994,1.6.2,2012-01-16
d72dafc3e20c310271e45acb371529e18e0c2fc4,AVRO-994,1.6.2,2012-01-16
40b2a8672349cad661cf53f07d52d2219585e2fb,AVRO-993,1.6.2,2012-01-16
b4ad6eb2375b93bfafde60fef3df4d1df021141b,AVRO-1000,1.6.2,2012-01-20
2af5295264a8d9fb13f5aa18ed860b67e51703b9,AVRO-1002,1.6.2,2012-01-24
cef41283f2b5efd606d4a810e021218ee15a9fd9,AVRO-1003,1.6.2,2012-01-24
2681d58693dcf0c7987307e939e3c551880e93d3,AVRO-1004,1.6.2,2012-01-24
dbab66b91b879c902e700a0ca9bbdd48696cbf5b,AVRO-986,1.6.2,2011-12-22
f36a3b4bb5e9bc58f9bbe4579f8db2dd60ae45a3,AVRO-1014,1.6.2,2012-01-31
29f8701a42d172cf4b9a2a474000d509f34a2d46,AVRO-996,1.6.2,2012-01-17
044c065e73bd04f639e7f26a9a8a3166fd3ab821,AVRO-1020,1.6.2,2012-02-07
e99366aa5977c973a7be3ca96adf51b3bf52801f,AVRO-1016,1.6.2,2012-02-04
69e23098c6ef347ebdcd4cb0a83c22b2a70f4e72,AVRO-1013,1.6.2,2012-01-30
abe9f8d8be7e75417a19c73e65bdab2c781a213b,AVRO-1007,1.6.2,2012-01-25
6f117bde64f18e2b1920c732dbbf1e8ff16b1a0f,AVRO-1021,1.6.2,2012-02-08
753c54f0c060e098cce00a125f6ce022dfa86815,AVRO-980,1.6.2,2011-12-13
9869e9b5db2e54a072f46cebf7044fcfbd8ca166,AVRO-1030,1.6.3,2012-02-14
61b059be57010a44023474ff40242a5c6e32ec75,AVRO-1037,1.6.3,2012-02-23
17aec14ebba7764fb20cf4745157788dfcfe78ab,AVRO-1036,1.6.3,2012-02-23
6de7a277f7c58af8f5d831176951291cd2d87d81,AVRO-1031,1.6.3,2012-02-15
a77a88d8b2afbfd3bf57546aa03a0c4f56699426,AVRO-1033,1.6.3,2012-02-19
8f779e177336039e695e4e4c97a8e152ed6ea815,AVRO-1038,1.6.3,2012-02-29
0ad579a6276a75f018d60be364534ad2d142db69,AVRO-1039,1.6.3,2012-02-29
523d2de7141ff2e6a3416a0e04a647a4283e3d8f,AVRO-1034,1.6.3,2012-02-22
98b14a071b3e5b6aa7c694731099f72ae22a3473,AVRO-1041,1.6.3,2012-03-01
c9dfafb695b7d7b3e4f637e0f9af862c6dad8a28,AVRO-1027,1.6.3,2012-02-10
66a34cf75e174d15451746f1b509993538603df3,AVRO-1027,1.6.3,2012-02-10
36f9b467e714eff199edac938c00e017accefa5a,AVRO-1045,1.6.3,2012-03-14
6fd751939e1759654c174b863637fad12ced9269,AVRO-954,1.7.0,2011-11-07
03dfcb3c4ce15896c12b39f96dbe3de1894dc172,AVRO-1048,1.7.0,2012-03-22
acfa07feb6b47e554d14429c3c98a8810ac3be42,AVRO-1071,1.7.0,2012-04-23
34ece34c097347fd06b0e4f717d5d102266e25ff,AVRO-1070,1.7.0,2012-04-22
6eb2c5801e9029b22e5800a86986bde03d5541b9,AVRO-1080,1.7.0,2012-05-06
b50ab97269c4c52bf45db27d5b54e0d6e0e4154c,AVRO-1066,1.7.0,2012-04-19
563afdbf1e35b7d12723d0c88562a8f277ddd353,AVRO-1065,1.7.0,2012-04-18
c6cf5d5fc36c69525dbf3712af42014a3da417e0,AVRO-1078,1.7.0,2012-05-04
7fb563982d6f44d05a6f3c578a6948e7c7d6f1e5,AVRO-1051,1.7.0,2012-03-27
02802d57b0698cacf72668fa50ca93e77c12b302,AVRO-1049,1.7.0,2012-03-23
5be068e83656f026c68ebe78bb039b84165564e5,AVRO-1081,1.7.0,2012-05-10
1f3580f5d53746eaf8eb1d5d0fad00a18971666c,AVRO-1090,1.7.0,2012-05-14
2020c8a8cc19c58eaef2d9de75260e7341099038,AVRO-1046,1.7.0,2012-03-16
f84b9a4b6af31a7758f48f947e6a8fde1f126661,AVRO-1056,1.7.0,2012-04-13
d4151ed11a8a0f2a5a2032d524951efb3d50560e,AVRO-1076,1.7.0,2012-04-29
91af47b9ef66965d1df524c555d29af24d9b75c4,AVRO-1094,1.7.0,2012-05-17
dc4d37dd6d5d69ea27ffff797d926b9042719643,AVRO-1050,1.7.0,2012-03-23
aa24373e12a75bff689a543711391597d0e63e6b,AVRO-1082,1.7.0,2012-05-11
