 Size, Number Of Revisions(numNR),Number Of DefectFixes(NumFix),Number Of Comment Lines In Class,totalInvokedClasses,Number Of Methods,Number Of Java Imports, Number Of Api Imports,Number Of Package Imports,Number Of Authors (numAuth),CHURN value, CHURN MAX, CHURN Averange,LOC touched value,LOC added MAX,LOC added Averange,LOC deleted MAX,LOC deleted Averange,Is Buggy 
275,2,0,2,1,3,3,0,2,1,275,269,137.5,281,269,139.0,3,139.0,NO
383,1,0,5,4,3,3,0,3,1,383,383,383.0,383,383,383.0,0,383.0,NO
223,1,0,5,2,9,1,0,2,1,223,223,223.0,223,223,223.0,0,223.0,NO
489,1,0,6,3,5,1,0,3,1,489,489,489.0,489,489,489.0,0,489.0,NO
358,1,0,7,3,25,4,0,3,1,358,358,358.0,358,358,358.0,0,358.0,NO
225,1,0,2,2,22,3,0,3,1,225,225,225.0,225,225,225.0,0,225.0,NO
40,3,0,2,0,1,1,0,0,1,92,44,30.666666666666668,92,44,29.333333333333332,4,29.333333333333332,NO
86,5,0,5,1,4,5,0,0,1,155,69,31.0,189,69,34.4,16,34.4,NO
87,3,0,4,0,5,3,0,0,1,174,87,58.0,176,87,58.333333333333336,1,58.333333333333336,NO
183,7,0,17,10,7,6,2,13,1,288,105,41.142857142857146,382,105,47.857142857142854,25,47.857142857142854,NO
174,8,0,11,11,2,3,2,7,1,298,124,37.25,378,124,42.25,24,42.25,NO
110,4,0,2,6,4,6,2,0,1,244,118,61.0,294,118,65.25,26,65.25,NO
93,3,0,5,0,3,5,2,0,1,180,87,60.0,180,87,60.0,0,60.0,NO
42,3,0,2,0,1,3,0,0,1,82,40,27.333333333333332,82,40,27.333333333333332,0,27.333333333333332,NO
30,1,0,3,0,0,1,0,1,1,30,30,30.0,30,30,30.0,0,30.0,YES
244,8,0,11,4,0,11,2,10,1,440,194,55.0,500,194,58.625,13,58.625,YES
118,7,0,3,2,7,4,0,4,1,246,92,35.142857142857146,336,92,39.0,41,39.0,YES
67,7,0,2,1,5,2,0,6,1,153,61,21.857142857142858,187,61,22.571428571428573,17,22.571428571428573,YES
85,4,0,3,3,4,5,0,9,1,162,77,40.5,186,77,43.5,7,43.5,NO
124,7,0,5,3,5,5,0,11,1,244,118,34.857142857142854,282,118,37.42857142857143,13,37.42857142857143,YES
105,3,0,6,3,6,5,5,1,1,189,84,63.0,203,84,65.33333333333333,7,65.33333333333333,NO
28,3,0,2,0,1,2,0,0,1,56,28,18.666666666666668,62,28,19.666666666666668,3,19.666666666666668,NO
269,11,0,16,7,12,5,2,3,1,500,225,45.45454545454545,556,225,47.72727272727273,12,47.72727272727273,YES
48,7,0,2,0,3,0,0,3,1,379,125,54.142857142857146,433,125,43.285714285714285,88,43.285714285714285,YES
36,5,0,2,0,1,0,0,3,1,93,43,18.6,111,43,19.0,6,19.0,YES
40,1,0,2,0,2,0,0,2,1,40,40,40.0,40,40,40.0,0,40.0,NO
28,1,0,2,0,0,0,0,2,1,28,28,28.0,28,28,28.0,0,28.0,NO
28,3,0,1,0,0,0,0,1,1,62,30,20.666666666666668,62,30,20.0,2,20.0,NO
64,1,0,2,0,2,0,0,1,1,64,64,64.0,64,64,64.0,0,64.0,NO
56,3,0,3,3,0,2,0,8,1,109,53,36.333333333333336,121,53,38.333333333333336,6,38.333333333333336,YES
41,3,0,2,2,0,0,0,5,1,97,46,32.333333333333336,105,46,32.0,9,32.0,YES
80,2,0,2,2,5,1,0,0,1,160,80,80.0,160,80,80.0,0,80.0,NO
