@relation AVRO_Training_Set_5

@attribute ' Size' numeric
@attribute ' Number Of Revisions(numNR)' numeric
@attribute 'Number Of DefectFixes(NumFix)' numeric
@attribute 'Number Of Comment Lines In Class' numeric
@attribute totalInvokedClasses numeric
@attribute 'Number Of Methods' numeric
@attribute 'Number Of Java Imports' numeric
@attribute ' Number Of Api Imports' numeric
@attribute 'Number Of Package Imports' numeric
@attribute 'Number Of Authors (numAuth)' numeric
@attribute 'CHURN value' numeric
@attribute ' CHURN MAX' numeric
@attribute ' CHURN Averange' numeric
@attribute 'LOC touched value' numeric
@attribute 'LOC added MAX' numeric
@attribute 'LOC added Averange' numeric
@attribute 'LOC deleted MAX' numeric
@attribute 'LOC deleted Averange' numeric
@attribute 'Is Buggy ' {YES,NO}

@data
287,2,0,4,1,2,3,0,2,1,287,279,143.5,291,279,144.5,2,144.5,NO
275,2,0,2,1,3,3,0,2,1,275,269,137.5,281,269,139,3,139,NO
383,1,0,5,4,3,3,0,3,1,383,383,383,383,383,383,0,383,NO
223,1,0,5,2,9,1,0,2,1,223,223,223,223,223,223,0,223,NO
489,1,0,6,3,5,1,0,3,1,489,489,489,489,489,489,0,489,NO
358,1,0,7,3,25,4,0,3,1,358,358,358,358,358,358,0,358,NO
225,1,0,2,2,22,3,0,3,1,225,225,225,225,225,225,0,225,NO
40,3,0,2,0,1,1,0,0,1,92,44,30.666667,92,44,29.333333,4,29.333333,NO
86,5,0,5,1,4,5,0,0,1,155,69,31,189,69,34.4,16,34.4,NO
87,3,0,4,0,5,3,0,0,1,174,87,58,176,87,58.333333,1,58.333333,NO
183,7,0,17,10,7,6,2,13,1,288,105,41.142857,382,105,47.857143,25,47.857143,NO
174,8,0,11,11,2,3,2,7,1,298,124,37.25,378,124,42.25,24,42.25,NO
110,4,0,2,6,4,6,2,0,1,244,118,61,294,118,65.25,26,65.25,NO
93,3,0,5,0,3,5,2,0,1,180,87,60,180,87,60,0,60,NO
42,3,0,2,0,1,3,0,0,1,82,40,27.333333,82,40,27.333333,0,27.333333,NO
30,1,0,3,0,0,1,0,1,1,30,30,30,30,30,30,0,30,YES
244,8,0,11,4,0,11,2,10,1,440,194,55,500,194,58.625,13,58.625,YES
118,7,0,3,2,7,4,0,4,1,246,92,35.142857,336,92,39,41,39,YES
67,7,0,2,1,5,2,0,6,1,153,61,21.857143,187,61,22.571429,17,22.571429,YES
85,4,0,3,3,4,5,0,9,1,162,77,40.5,186,77,43.5,7,43.5,NO
124,7,0,5,3,5,5,0,11,1,244,118,34.857143,282,118,37.428571,13,37.428571,YES
105,3,0,6,3,6,5,5,1,1,189,84,63,203,84,65.333333,7,65.333333,NO
28,3,0,2,0,1,2,0,0,1,56,28,18.666667,62,28,19.666667,3,19.666667,NO
269,11,0,16,7,12,5,2,3,1,500,225,45.454545,556,225,47.727273,12,47.727273,YES
48,7,0,2,0,3,0,0,3,1,379,125,54.142857,433,125,43.285714,88,43.285714,YES
36,5,0,2,0,1,0,0,3,1,93,43,18.6,111,43,19,6,19,YES
40,1,0,2,0,2,0,0,2,1,40,40,40,40,40,40,0,40,NO
28,1,0,2,0,0,0,0,2,1,28,28,28,28,28,28,0,28,NO
28,3,0,1,0,0,0,0,1,1,62,30,20.666667,62,30,20,2,20,NO
64,1,0,2,0,2,0,0,1,1,64,64,64,64,64,64,0,64,NO
56,3,0,3,3,0,2,0,8,1,109,53,36.333333,121,53,38.333333,6,38.333333,YES
41,3,0,2,2,0,0,0,5,1,97,46,32.333333,105,46,32,9,32,YES
80,2,0,2,2,5,1,0,0,1,160,80,80,160,80,80,0,80,NO
24,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,NO
25,1,0,2,0,0,0,0,0,1,1,1,1,1,1,1,0,1,NO
341,2,1,22,8,19,10,3,1,1,3,2,1.5,7,3,2.5,1,2.5,NO
728,4,1,40,26,52,12,6,0,1,44,22,11,70,23,9.25,32,9.25,YES
24,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,NO
218,1,0,24,7,8,8,0,4,1,1,1,1,3,2,2,1,2,YES
206,2,1,19,7,4,11,0,5,1,14,13,7,16,13,7.5,1,7.5,YES
34,1,0,2,0,3,3,0,0,1,3,3,3,5,4,4,1,4,NO
36,2,1,6,0,0,1,0,0,1,1,1,0.5,11,3,3,3,3,NO
36,2,0,5,0,0,0,0,0,1,1,1,0.5,3,1,1,1,1,NO
26,1,0,3,0,0,0,0,1,1,27,27,27,27,27,27,0,27,NO
428,3,0,18,6,33,6,0,7,1,150,145,50,178,155,54.666667,10,54.666667,YES
462,4,1,13,4,26,6,1,8,1,1,1,0.25,21,5,2.75,5,2.75,YES
191,3,1,3,1,14,5,0,6,1,75,68,25,101,11,6.666667,79,6.666667,YES
24,1,0,3,0,0,0,0,0,1,0,0,0,2,1,1,1,1,NO
24,2,0,2,0,0,1,0,0,1,6,5,3,10,2,1.5,6,1.5,NO
57,1,0,2,1,3,1,2,7,1,1,1,1,1,1,1,0,1,NO
54,1,0,5,0,3,1,0,6,1,1,1,1,1,1,1,0,1,NO
192,3,0,9,4,4,3,0,4,1,192,190,64,370,190,93.666667,88,93.666667,NO
300,2,0,3,5,27,4,0,3,1,1,1,0.5,5,2,1.5,1,1.5,NO
250,1,0,3,2,22,3,0,2,1,1,1,1,5,3,3,2,3,NO
627,2,1,30,5,29,5,0,3,1,6,5,3,10,5,4,2,4,NO
37,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,NO
35,1,0,2,0,0,1,0,1,1,1,1,1,1,1,1,0,1,NO
279,3,0,4,1,1,3,0,1,1,7,7,2.333333,17,3,1.666667,10,1.666667,NO
274,1,0,2,1,3,3,0,1,1,0,0,0,2,1,1,1,1,NO
398,3,0,2,4,29,3,3,6,1,401,397,133.666667,433,397,138.666667,9,138.666667,NO
240,3,0,2,6,21,4,3,6,1,243,239,81,255,239,82.666667,4,82.666667,YES
74,2,0,1,1,2,1,0,4,1,75,74,37.5,75,74,37.5,0,37.5,NO
69,3,0,2,1,2,2,0,1,1,70,52,23.333333,70,52,23.333333,0,23.333333,NO
203,2,0,2,4,8,2,0,4,1,21,20,10.5,163,71,36,91,36,NO
229,2,0,1,2,24,3,0,6,1,130,129,65,280,75,38,204,38,NO
202,2,0,2,4,21,4,0,6,1,24,23,12,186,81,41,104,41,NO
102,2,0,1,2,2,2,0,2,1,103,102,51.5,103,102,51.5,0,51.5,YES
144,2,0,3,1,6,2,0,1,1,145,144,72.5,149,144,73.5,2,73.5,YES
337,3,0,7,5,5,4,0,3,1,338,337,112.666667,340,337,113,1,113,NO
94,2,0,1,0,0,1,0,0,1,95,94,47.5,99,94,48.5,2,48.5,NO
382,2,0,11,12,12,5,5,0,1,383,382,191.5,383,382,191.5,0,191.5,YES
138,3,0,2,2,4,3,0,2,1,139,138,46.333333,141,138,46.666667,1,46.666667,NO
40,1,0,2,0,1,1,0,0,1,1,1,1,1,1,1,0,1,NO
86,1,0,5,1,4,5,0,0,1,1,1,1,3,2,2,1,2,NO
90,1,0,4,0,5,5,0,0,1,4,4,4,10,7,7,3,7,NO
149,1,0,1,0,3,3,0,1,1,149,149,149,149,149,149,0,149,NO
74,1,0,1,0,7,0,0,0,1,74,74,74,74,74,74,0,74,NO
231,2,0,17,11,8,7,2,13,1,49,48,24.5,59,53,27,5,27,NO
221,2,0,11,12,3,8,2,13,1,48,36,24,68,40,29,6,29,NO
110,1,0,2,6,4,6,2,0,1,1,1,1,3,2,2,1,2,NO
94,1,0,5,0,3,6,2,0,1,2,2,2,6,4,4,2,4,NO
42,1,0,2,0,1,3,0,0,1,1,1,1,5,3,3,2,3,NO
36,2,1,2,0,0,5,0,0,1,7,4,3.5,13,6,5,2,5,NO
304,4,2,14,6,10,12,2,11,1,61,27,15.25,125,40,23.25,14,23.25,YES
117,3,2,2,2,7,3,0,3,1,6,3,2,22,6,3.666667,8,3.666667,YES
65,7,4,1,1,3,1,0,4,1,34,14,4.857143,62,16,4.285714,18,4.285714,YES
113,4,1,5,3,4,5,0,9,1,29,16,7.25,39,18,8.5,3,8.5,NO
128,3,1,5,3,5,5,0,11,1,5,4,1.666667,9,5,2.333333,1,2.333333,YES
105,1,0,6,3,6,5,5,1,1,1,1,1,5,3,3,2,3,NO
28,1,0,2,0,1,2,0,0,1,1,1,1,1,1,1,0,1,NO
287,4,0,17,7,13,6,2,3,1,19,11,4.75,27,12,5.75,1,5.75,YES
70,2,0,5,1,3,1,0,3,1,71,67,35.5,83,67,38.5,6,38.5,YES
47,2,1,2,0,3,0,0,2,1,0,0,0,4,1,1,1,1,YES
35,2,1,2,0,1,0,0,2,1,0,0,0,4,1,1,1,1,NO
40,2,0,2,0,2,0,0,2,1,1,1,0.5,3,1,1,1,1,YES
28,1,0,2,0,0,0,0,2,1,1,1,1,1,1,1,0,1,NO
27,2,0,1,0,0,0,0,1,1,2,1,1,6,2,1.5,3,1.5,NO
71,2,0,2,0,3,0,0,1,1,8,7,4,18,12,6.5,5,6.5,YES
80,5,2,5,3,0,2,0,6,1,25,13,5,47,13,7.2,7,7.2,NO
40,2,1,2,2,0,0,0,4,1,0,0,0,4,1,1,1,1,YES
87,2,0,2,2,6,1,0,1,1,7,5,3.5,17,8,6,3,6,NO
25,1,0,2,0,0,0,0,0,1,1,1,1,1,1,1,0,1,NO
25,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO
354,1,0,24,8,21,11,3,1,1,13,13,13,17,15,15,2,15,YES
774,2,0,47,27,57,12,6,0,1,47,46,23.5,145,95,47.5,49,47.5,YES
25,1,0,2,0,0,0,0,0,1,1,1,1,1,1,1,0,1,NO
38,1,1,1,0,0,0,0,0,1,38,38,38,38,38,38,0,38,NO
235,2,1,24,7,9,8,0,4,1,17,9,8.5,39,19,14,11,14,NO
199,1,1,19,7,4,11,0,5,1,7,7,7,25,9,9,16,9,NO
34,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,NO
36,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NO
36,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO
26,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NO
441,2,1,19,7,34,6,0,7,1,13,12,6.5,13,12,6.5,0,6.5,YES
465,1,0,13,4,27,6,1,8,1,3,3,3,7,5,5,2,5,YES
191,0,0,3,1,14,5,0,6,0,0,0,0,0,0,0,0,0,YES
24,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO
24,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NO
52,1,0,2,1,3,1,0,7,1,5,5,5,5,0,0,5,0,NO
54,0,0,5,0,3,1,0,6,0,0,0,0,0,0,0,0,0,NO
192,0,0,9,4,4,3,0,4,0,0,0,0,0,0,0,0,0,NO
300,0,0,3,5,27,4,0,3,0,0,0,0,0,0,0,0,0,NO
250,0,0,3,2,22,3,0,2,0,0,0,0,0,0,0,0,0,NO
618,1,0,30,5,29,5,0,3,1,9,9,9,9,0,0,9,0,NO
37,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,NO
35,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,NO
279,0,0,4,1,1,3,0,1,0,0,0,0,0,0,0,0,0,NO
274,0,0,2,1,3,3,0,1,0,0,0,0,0,0,0,0,0,NO
398,0,0,2,4,29,3,3,6,0,0,0,0,0,0,0,0,0,NO
238,1,1,2,6,21,4,3,6,1,2,2,2,4,1,1,3,1,NO
74,0,0,1,1,2,1,0,4,0,0,0,0,0,0,0,0,0,NO
69,0,0,2,1,2,2,0,1,0,0,0,0,0,0,0,0,0,NO
203,0,0,2,4,8,2,0,4,0,0,0,0,0,0,0,0,0,NO
229,0,0,1,2,24,3,0,6,0,0,0,0,0,0,0,0,0,NO
202,0,0,2,4,21,4,0,6,0,0,0,0,0,0,0,0,0,NO
101,1,1,1,2,2,2,0,2,1,1,1,1,3,1,1,2,1,NO
165,1,1,3,1,6,2,0,1,1,21,21,21,21,21,21,0,21,NO
337,0,0,7,5,5,4,0,3,0,0,0,0,0,0,0,0,0,NO
94,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NO
381,1,1,11,12,12,5,5,0,1,1,1,1,1,0,0,1,0,NO
138,0,0,2,2,4,3,0,2,0,0,0,0,0,0,0,0,0,NO
40,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NO
86,0,0,5,1,4,5,0,0,0,0,0,0,0,0,0,0,0,NO
90,0,0,4,0,5,5,0,0,0,0,0,0,0,0,0,0,0,NO
78,1,0,2,4,3,5,2,0,1,79,79,79,79,79,79,0,79,NO
84,1,0,5,0,1,6,2,0,1,84,84,84,84,84,84,0,84,NO
59,2,0,4,4,2,1,2,1,1,93,76,46.5,111,76,42.5,26,42.5,NO
111,4,0,6,1,1,9,0,0,1,124,116,31,128,116,30,6,30,NO
149,1,0,1,0,3,3,0,1,1,0,0,0,36,18,18,18,18,NO
74,1,0,1,0,7,0,0,0,1,0,0,0,8,4,4,4,4,NO
230,2,0,14,11,8,7,2,13,1,1,1,0.5,21,8,5,9,5,NO
208,2,0,10,12,3,7,2,13,1,13,13,6.5,33,8,5,21,5,NO
55,1,0,2,1,1,3,4,1,1,56,56,56,56,56,56,0,56,NO
29,1,0,4,0,0,0,0,0,1,29,29,29,29,29,29,0,29,NO
110,1,0,2,6,4,6,2,0,1,0,0,0,4,2,2,2,2,NO
96,1,0,5,0,3,6,2,0,1,2,2,2,16,9,9,7,9,NO
42,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,NO
36,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,NO
356,2,0,17,6,12,13,2,11,1,51,50,25.5,91,70,35.5,20,35.5,YES
100,1,0,2,2,6,3,0,3,1,17,17,17,31,7,7,24,7,YES
73,1,0,1,1,3,1,0,4,1,8,8,8,8,8,8,0,8,YES
111,1,0,5,3,4,5,0,9,1,2,2,2,4,1,1,3,1,NO
99,1,0,5,3,4,4,0,9,1,29,29,29,33,2,2,31,2,YES
79,1,0,6,2,6,3,5,1,1,26,26,26,32,3,3,29,3,NO
28,1,0,2,0,1,2,0,0,1,0,0,0,4,2,2,2,2,NO
309,3,2,18,8,14,9,0,3,2,22,21,7.333333,332,174,59,153,59,YES
94,1,0,5,2,4,2,0,4,1,27,27,27,29,28,28,1,28,YES
45,1,0,2,0,3,0,0,2,1,2,2,2,14,6,6,8,6,YES
39,1,0,2,0,1,0,0,2,1,4,4,4,8,6,6,2,6,NO
40,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,YES
28,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,NO
27,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NO
71,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,YES
80,1,0,5,3,0,2,0,6,1,0,0,0,2,1,1,1,1,NO
40,1,0,2,2,0,0,0,4,1,0,0,0,2,1,1,1,1,YES
87,0,0,2,2,6,1,0,1,0,0,0,0,0,0,0,0,0,NO
28,1,0,2,0,0,0,0,0,1,29,29,29,29,29,29,0,29,NO
28,1,0,2,0,0,0,0,0,1,29,29,29,29,29,29,0,29,NO
387,3,0,29,8,26,11,3,1,2,390,388,130,398,388,131,3,131,NO
1087,7,2,57,31,77,16,6,0,3,1087,913,155.285714,1211,913,164.142857,53,164.142857,NO
25,1,0,2,0,0,0,0,0,1,26,26,26,26,26,26,0,26,NO
50,4,0,4,0,1,2,0,0,2,54,39,13.5,80,39,16.25,7,16.25,NO
76,2,0,5,1,1,3,0,1,2,76,70,38,76,70,38,0,38,NO
38,3,0,1,0,0,0,0,0,2,38,37,12.666667,46,37,14,3,14,NO
168,3,0,8,3,12,4,0,3,1,169,149,56.333333,281,149,75,51,75,NO
267,6,1,19,7,9,10,0,5,2,276,177,46,384,177,54.333333,22,54.333333,NO
374,6,0,23,14,13,20,0,7,2,380,238,63.333333,456,238,69.166667,14,69.166667,NO
145,5,0,5,7,4,9,0,1,2,157,104,31.4,223,104,36.8,17,36.8,NO
85,1,0,3,0,6,3,0,0,1,85,85,85,85,85,85,0,85,NO
64,5,0,3,2,3,2,0,0,2,64,57,12.8,114,57,17.8,13,17.8,NO
36,1,0,2,0,3,4,0,0,1,37,37,37,37,37,37,0,37,NO
36,1,0,6,0,0,1,0,0,1,37,37,37,37,37,37,0,37,NO
36,1,0,5,0,0,0,0,0,1,37,37,37,37,37,37,0,37,NO
26,1,0,3,0,0,0,0,1,1,27,27,27,27,27,27,0,27,NO
491,6,2,28,6,43,4,0,7,3,499,489,83.166667,551,489,86.833333,14,86.833333,NO
354,5,1,4,4,27,4,0,7,3,607,476,121.4,751,476,110.6,189,110.6,NO
196,3,1,3,1,15,5,0,6,2,199,198,66.333333,207,198,67.333333,3,67.333333,NO
24,1,0,3,0,0,0,0,0,1,24,24,24,24,24,24,0,24,NO
27,2,1,3,0,0,0,0,0,1,33,30,16.5,39,30,16.5,6,16.5,NO
55,1,0,2,1,3,1,0,7,1,56,56,56,56,56,56,0,56,NO
54,1,0,2,0,3,1,0,6,1,55,55,55,55,55,55,0,55,NO
26,1,1,4,0,0,0,0,0,1,26,26,26,26,26,26,0,26,NO
187,3,0,10,3,2,1,0,5,2,197,192,65.666667,253,192,73.333333,30,73.333333,NO
983,4,0,48,6,51,4,0,1,2,983,673,245.75,1327,820,288.75,147,288.75,NO
252,2,1,3,2,22,3,0,2,2,253,251,126.5,255,251,127,1,127,NO
620,2,1,30,5,29,5,0,3,2,621,619,310.5,637,619,314.5,8,314.5,NO
37,1,0,2,0,0,1,0,1,1,38,38,38,38,38,38,0,38,NO
35,1,0,2,0,0,1,0,1,1,36,36,36,36,36,36,0,36,NO
286,2,0,4,1,1,3,0,1,1,287,280,143.5,289,280,144,1,144,NO
232,1,0,5,5,8,1,0,0,1,232,232,232,232,232,232,0,232,NO
203,1,0,3,5,13,4,0,1,1,203,203,203,203,203,203,0,203,NO
270,1,0,2,1,3,4,0,1,1,271,271,271,271,271,271,0,271,NO
425,6,2,5,5,31,4,3,6,2,426,424,71,440,424,72.166667,2,72.166667,NO
244,6,3,2,6,21,4,3,6,2,245,239,40.833333,267,239,42.666667,6,42.666667,NO
74,1,0,1,1,2,1,0,4,1,75,75,75,75,75,75,0,75,NO
69,1,0,2,1,2,2,0,1,1,70,70,70,70,70,70,0,70,NO
228,11,3,2,2,6,1,0,4,2,265,204,24.090909,389,204,28.090909,61,28.090909,NO
231,6,3,1,2,24,3,0,6,2,236,230,39.333333,242,230,39.5,3,39.5,NO
202,5,2,2,4,21,4,0,6,2,203,203,40.6,211,203,41.4,1,41.4,NO
99,5,1,1,2,2,2,0,2,2,108,102,21.6,126,102,22.6,4,22.6,NO
191,6,3,3,1,6,2,0,1,2,214,166,35.666667,382,166,47.833333,39,47.833333,NO
447,10,3,8,6,5,7,1,5,2,464,338,46.4,540,338,49.4,20,49.4,YES
95,6,3,1,0,0,1,0,0,2,98,95,16.333333,116,95,17.666667,4,17.666667,NO
549,10,3,11,12,20,6,0,1,2,606,382,60.6,648,382,59.9,17,59.9,NO
136,5,1,2,2,4,3,0,2,2,145,139,29,159,139,29.6,4,29.6,NO
40,1,0,2,0,1,1,0,0,1,41,41,41,41,41,41,0,41,NO
86,1,0,5,1,4,5,0,0,1,87,87,87,87,87,87,0,87,NO
90,1,0,4,0,5,5,0,0,1,91,91,91,91,91,91,0,91,NO
79,2,0,1,4,3,5,2,0,1,80,79,40,82,79,40.5,1,40.5,NO
85,2,0,4,0,1,6,2,0,1,85,84,42.5,87,84,43,1,43,NO
59,1,0,4,4,2,1,2,1,1,59,59,59,59,59,59,0,59,NO
112,2,0,6,1,1,9,0,0,1,113,112,56.5,119,112,58,3,58,NO
52,1,0,2,1,2,3,0,0,1,52,52,52,52,52,52,0,52,NO
157,1,0,1,0,5,3,0,2,1,157,157,157,157,157,157,0,157,NO
74,1,0,1,0,7,0,0,0,1,74,74,74,74,74,74,0,74,NO
230,2,0,14,8,8,7,2,14,1,231,230,115.5,237,230,117,3,117,NO
211,2,0,10,9,3,7,2,13,1,212,211,106,216,211,107,2,107,NO
55,1,0,2,1,1,3,4,1,1,56,56,56,56,56,56,0,56,NO
29,1,0,4,0,0,0,0,0,1,29,29,29,29,29,29,0,29,NO
111,2,0,1,6,4,6,2,0,1,112,111,56,114,111,56.5,1,56.5,NO
98,2,0,4,0,3,6,2,0,1,99,98,49.5,101,98,50,1,50,NO
43,1,0,2,0,1,4,0,0,1,44,44,44,44,44,44,0,44,NO
54,1,0,1,0,3,0,0,0,1,54,54,54,54,54,54,0,54,NO
205,1,0,5,5,11,4,0,0,1,205,205,205,205,205,205,0,205,NO
121,1,0,8,3,3,6,0,5,1,121,121,121,121,121,121,0,121,NO
107,1,0,1,0,4,3,4,2,1,107,107,107,107,107,107,0,107,NO
74,1,0,8,2,4,0,0,0,1,74,74,74,74,74,74,0,74,NO
76,2,0,1,1,3,6,0,1,2,78,77,39,80,77,39,2,39,NO
412,3,0,39,7,16,15,2,9,2,416,413,138.666667,446,413,143,14,143,YES
146,2,0,3,2,10,6,0,4,2,146,146,73,150,146,74,2,74,NO
125,1,0,4,4,9,4,0,5,1,125,125,125,125,125,125,0,125,NO
75,1,0,5,1,0,2,0,6,1,76,76,76,76,76,76,0,76,NO
47,1,0,2,0,0,0,0,5,1,48,48,48,48,48,48,0,48,NO
34,1,0,1,0,0,5,0,0,1,34,34,34,34,34,34,0,34,NO
39,1,0,2,0,0,5,0,0,1,39,39,39,39,39,39,0,39,NO
36,1,0,2,0,0,5,0,0,1,37,37,37,37,37,37,0,37,NO
79,1,0,6,2,6,3,5,1,1,80,80,80,80,80,80,0,80,NO
28,1,0,2,0,1,2,0,0,1,29,29,29,29,29,29,0,29,NO
422,4,1,14,6,16,12,0,4,2,425,424,106.25,457,424,110,14,110,NO
211,2,1,12,3,10,7,0,8,1,301,258,150.5,301,258,129,43,129,NO
88,2,1,3,1,5,3,0,2,1,89,89,44.5,91,89,45,1,45,NO
57,1,0,2,0,2,1,0,3,1,58,58,58,58,58,58,0,58,NO
43,2,1,5,0,2,0,0,2,1,44,44,22,46,44,22.5,1,22.5,NO
27,1,0,2,0,0,0,0,1,1,28,28,28,28,28,28,0,28,NO
25,2,1,1,0,0,0,0,1,1,30,28,15,34,28,15,4,15,NO
53,2,1,5,0,4,0,0,1,1,54,49,27,56,49,27.5,1,27.5,NO
105,2,0,5,1,4,4,0,9,2,108,107,54,112,107,54.5,3,54.5,NO
107,2,0,2,1,4,3,0,10,2,110,109,55,118,109,56.5,5,56.5,NO
85,2,0,2,3,3,4,3,7,1,85,84,42.5,89,84,43.5,2,43.5,NO
54,1,0,2,1,3,4,0,2,1,54,54,54,54,54,54,0,54,NO
78,1,0,5,2,3,4,1,7,1,78,78,78,78,78,78,0,78,NO
98,2,0,2,3,3,5,3,8,2,98,82,49,108,82,51.5,5,51.5,NO
78,2,0,1,4,3,5,0,2,1,78,78,39,80,78,39.5,1,39.5,NO
77,1,0,2,3,3,4,0,5,1,77,77,77,77,77,77,0,77,NO
97,3,0,2,12,1,4,0,2,2,97,81,32.333333,101,81,33,2,33,NO
176,2,0,3,11,5,7,6,7,1,176,140,88,196,140,93,10,93,NO
123,2,0,1,7,5,6,6,8,1,123,98,61.5,149,98,68,13,68,NO
51,2,0,1,0,0,3,0,0,1,51,51,25.5,53,51,26,1,26,NO
71,2,0,3,3,0,5,0,4,1,71,57,35.5,71,57,35.5,0,35.5,NO
92,2,0,2,2,6,1,0,1,1,92,87,46,92,87,46,0,46,NO
28,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO
28,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO
387,0,0,29,8,26,11,3,1,0,0,0,0,0,0,0,0,0,NO
1087,0,0,57,31,77,16,6,0,0,0,0,0,0,0,0,0,0,NO
25,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO
50,0,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,NO
76,0,0,5,1,1,3,0,1,0,0,0,0,0,0,0,0,0,NO
38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO
168,0,0,8,3,12,4,0,3,0,0,0,0,0,0,0,0,0,NO
268,1,0,19,7,9,11,0,5,1,1,1,1,3,2,2,1,2,NO
374,0,0,23,14,13,20,0,7,0,0,0,0,0,0,0,0,0,YES
145,0,0,5,7,4,9,0,1,0,0,0,0,0,0,0,0,0,NO
85,0,0,3,0,6,3,0,0,0,0,0,0,0,0,0,0,0,NO
64,0,0,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,NO
36,0,0,2,0,3,4,0,0,0,0,0,0,0,0,0,0,0,NO
36,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NO
36,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO
26,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NO
