Size,Number Of Revisions(numNR),Number Of DefectFixes(NumFix),Number Of Comment Lines In Class,totalInvokedClasses,Number Of Methods,Number Of Java Imports, Number Of Api Imports,Number Of Package Imports,Number Of Authors (numAuth),CHURN value,CHURN MAX,CHURN Averange,LOC touched value,LOC added MAX,LOC added Averange,LOC deleted MAX,LOC deleted Averange,Is Buggy 
160,4,0,4,22,6,8,17,0,2,160,159,40.0,174,159,41.75,3,41.75,NO
36,2,0,2,0,2,0,1,0,2,36,36,18.0,46,36,20.5,5,20.5,NO
58,2,0,2,0,1,0,9,0,2,58,57,29.0,62,57,30.0,2,30.0,NO
62,1,0,1,0,3,0,9,0,1,62,62,62.0,62,62,62.0,0,62.0,NO
130,4,0,16,3,3,0,19,0,2,130,129,32.5,154,129,35.5,8,35.5,NO
74,2,0,5,0,1,0,10,0,2,74,73,37.0,78,73,38.0,2,38.0,NO
83,3,0,1,1,4,0,14,0,2,83,82,27.666666666666668,89,82,28.666666666666668,2,28.666666666666668,NO
74,1,0,4,0,3,0,9,0,1,74,74,74.0,74,74,74.0,0,74.0,NO
48,2,0,6,1,0,0,3,0,2,48,48,24.0,52,48,25.0,2,25.0,NO
60,2,0,4,2,2,0,4,0,2,60,60,30.0,62,60,30.5,1,30.5,NO
70,3,0,1,0,4,0,10,0,2,70,70,23.333333333333332,82,70,25.333333333333332,4,25.333333333333332,NO
183,4,0,10,4,12,2,22,0,2,183,180,45.75,221,180,50.5,12,50.5,NO
53,1,0,4,1,1,1,4,0,1,53,53,53.0,53,53,53.0,0,53.0,NO
452,4,0,37,9,24,7,17,0,2,452,450,113.0,492,450,118.0,17,118.0,NO
39,1,0,1,0,1,0,2,0,1,39,39,39.0,39,39,39.0,0,39.0,NO
78,2,0,7,0,5,3,6,0,2,78,78,39.0,86,78,41.0,4,41.0,NO
64,2,0,1,0,3,0,2,0,2,64,64,32.0,66,64,32.5,1,32.5,NO
31,2,0,1,0,1,0,1,0,2,31,31,15.5,33,31,16.0,1,16.0,NO
57,2,0,1,0,2,0,2,0,2,57,57,28.5,65,57,30.5,4,30.5,NO
104,2,0,24,0,4,0,4,0,2,104,104,52.0,118,104,55.5,7,55.5,NO
32,1,0,1,1,1,0,1,0,1,32,32,32.0,32,32,32.0,0,32.0,NO
227,3,0,1,4,12,6,19,0,2,227,226,75.66666666666667,331,226,93.0,50,93.0,NO
197,4,0,4,4,10,7,9,0,3,197,187,49.25,219,187,52.0,6,52.0,NO
75,2,0,1,0,3,0,5,0,2,75,75,37.5,87,75,40.5,6,40.5,NO
28,1,0,1,0,2,0,2,0,1,28,28,28.0,28,28,28.0,0,28.0,NO
52,2,0,2,0,2,2,4,0,2,52,52,26.0,56,52,27.0,2,27.0,NO
429,3,0,21,9,20,5,21,0,2,429,428,143.0,583,428,168.66666666666666,75,168.66666666666666,NO
103,2,0,1,0,5,1,0,3,2,104,104,52.0,164,104,67.0,30,67.0,NO
35,1,0,1,1,0,1,1,0,1,35,35,35.0,35,35,35.0,0,35.0,NO
98,2,0,1,0,6,1,3,0,2,98,98,49.0,100,98,49.5,1,49.5,NO
79,3,0,6,0,2,1,9,0,2,79,78,26.333333333333332,109,78,31.333333333333332,13,31.333333333333332,NO
215,3,1,1,11,5,3,14,8,1,215,177,71.66666666666667,239,177,75.66666666666667,8,75.66666666666667,NO
271,2,0,2,10,4,9,13,6,1,271,260,135.5,297,260,142.0,13,142.0,NO
451,5,0,8,19,11,14,16,5,3,459,425,91.8,617,425,106.8,55,106.8,NO
137,0,0,5,3,1,6,3,2,0,0,0,0.0,0,0,0.0,0,0.0,NO
368,2,0,2,17,5,19,14,7,2,124,123,62.0,486,294,152.5,171,152.5,NO
764,20,7,60,16,29,14,8,8,3,612,327,30.6,1422,106,29.0,370,29.0,NO
51,2,0,1,0,3,1,0,1,2,53,52,26.5,55,52,26.5,2,26.5,NO
150,2,1,1,5,3,1,0,0,2,58,53,29.0,68,58,31.5,5,31.5,NO
31,2,0,1,0,1,1,0,0,2,35,33,17.5,35,33,16.5,2,16.5,NO
684,1,0,21,22,25,9,11,6,1,684,684,684.0,684,684,684.0,0,684.0,NO
180,0,0,10,1,8,3,0,0,0,0,0,0.0,0,0,0.0,0,0.0,NO
196,2,1,1,9,2,9,7,1,1,196,195,98.0,208,195,101.0,6,101.0,NO
482,13,5,34,12,12,18,2,2,3,291,129,22.384615384615383,765,253,29.846153846153847,194,29.846153846153847,NO
40,1,1,7,0,0,0,0,0,1,40,40,40.0,40,40,40.0,0,40.0,NO
259,5,2,5,3,12,6,2,0,1,55,20,11.0,217,79,27.2,68,27.2,NO
379,4,1,9,12,4,13,13,2,3,379,211,94.75,423,228,100.25,17,100.25,NO
510,8,1,47,7,19,9,3,3,3,542,378,67.75,588,378,68.625,20,68.625,NO
32,1,0,1,0,0,1,0,0,1,32,32,32.0,32,32,32.0,0,32.0,NO
66,2,0,1,0,2,2,0,0,1,72,69,36.0,82,69,37.0,8,37.0,NO
187,5,2,9,5,11,2,2,4,2,191,183,38.2,239,183,42.6,22,42.6,NO
576,3,0,28,10,13,10,2,3,2,576,550,192.0,602,550,196.33333333333334,11,196.33333333333334,NO
158,3,0,7,4,1,7,2,0,1,158,157,52.666666666666664,164,157,53.666666666666664,2,53.666666666666664,NO
46,8,2,1,0,0,2,0,0,2,579,531,72.375,761,92,16.0,541,16.0,NO
27,2,0,1,0,0,0,0,1,1,131,79,65.5,133,79,40.0,53,40.0,NO
788,7,4,49,8,34,13,2,2,3,788,712,112.57142857142857,896,712,120.28571428571429,19,120.28571428571429,NO
60,1,0,1,0,7,0,0,0,1,60,60,60.0,60,60,60.0,0,60.0,NO
62,5,1,1,2,0,3,2,0,1,159,88,31.8,235,36,14.8,109,14.8,NO
88,2,0,1,1,1,3,2,0,1,138,113,69.0,148,113,59.0,30,59.0,NO
52,2,0,1,1,0,2,0,0,1,54,53,27.0,58,53,27.5,3,27.5,NO
163,2,1,1,4,16,2,0,1,2,6,4,3.0,12,6,4.5,2,4.5,NO
91,1,0,1,0,0,2,0,1,1,91,91,91.0,91,91,91.0,0,91.0,NO
147,0,0,18,0,17,7,0,0,0,0,0,0.0,0,0,0.0,0,0.0,NO
58,1,0,3,1,2,2,0,1,1,58,58,58.0,58,58,58.0,0,58.0,NO
44,1,0,1,0,0,6,2,0,1,44,44,44.0,44,44,44.0,0,44.0,NO
139,1,1,1,0,1,1,0,0,1,2,2,2.0,22,12,12.0,10,12.0,NO
282,1,0,1,19,2,1,0,0,1,11,11,11.0,11,11,11.0,0,11.0,NO
582,6,3,11,16,17,4,8,10,3,116,68,19.333333333333332,270,106,25.333333333333332,67,25.333333333333332,NO
800,4,1,29,17,24,11,10,10,2,72,62,18.0,110,73,22.75,11,22.75,NO
216,3,2,6,4,9,11,7,4,1,11,7,3.6666666666666665,27,9,6.333333333333333,3,6.333333333333333,NO
55,1,0,1,1,1,2,0,0,1,5,5,5.0,13,9,9.0,4,9.0,NO
184,3,2,2,6,4,2,5,2,2,3,2,1.0,17,4,2.6666666666666665,5,2.6666666666666665,NO
65,1,1,1,0,4,0,0,0,1,4,4,4.0,22,13,13.0,9,13.0,NO
150,2,1,4,2,2,4,4,4,1,7,7,3.5,59,25,13.0,32,13.0,NO
81,0,0,3,0,2,0,3,1,0,0,0,0.0,0,0,0.0,0,0.0,NO
84,0,0,7,0,4,2,3,0,0,0,0,0.0,0,0,0.0,0,0.0,NO
905,9,5,20,20,30,9,7,11,3,143,65,15.88888888888889,299,95,24.555555555555557,30,24.555555555555557,NO
312,5,2,10,6,3,7,3,1,3,64,44,12.8,76,44,14.0,4,14.0,NO
171,1,0,2,2,5,2,5,4,1,2,2,2.0,8,5,5.0,3,5.0,NO
153,6,3,4,2,6,1,4,9,3,49,46,8.166666666666666,103,19,5.0,65,5.0,NO
84,1,0,1,1,1,3,4,0,1,17,17,17.0,35,26,26.0,9,26.0,NO
169,2,1,11,0,1,1,3,3,2,4,4,2.0,6,4,2.5,1,2.5,NO
189,3,1,9,1,6,8,4,4,2,16,15,5.333333333333333,18,15,5.666666666666667,1,5.666666666666667,NO
127,5,3,6,1,3,1,3,5,2,24,14,4.8,94,37,11.8,23,11.8,NO
79,1,1,2,0,6,1,0,3,1,1,1,1.0,3,2,2.0,1,2.0,NO
90,1,1,5,1,3,0,0,1,1,3,3,3.0,47,25,25.0,22,25.0,NO
85,0,0,1,0,0,1,0,0,0,0,0,0.0,0,0,0.0,0,0.0,NO
123,3,1,3,2,8,1,5,1,3,20,10,6.666666666666667,22,10,6.666666666666667,1,6.666666666666667,NO
276,3,2,7,1,15,1,1,1,2,60,30,20.0,62,30,20.333333333333332,1,20.333333333333332,NO
549,6,4,11,1,39,2,1,0,2,182,110,30.333333333333332,192,110,30.333333333333332,9,30.333333333333332,NO
27,1,0,1,0,0,0,1,0,1,27,27,27.0,27,27,27.0,0,27.0,NO
88,2,0,1,3,3,0,5,0,1,88,84,44.0,90,84,44.5,1,44.5,NO
283,4,3,14,3,9,5,6,5,3,30,23,7.5,42,23,9.0,4,9.0,NO
175,2,2,5,3,9,4,8,6,2,24,21,12.0,42,7,6.0,28,6.0,NO
507,4,4,25,5,25,9,9,6,2,25,16,6.25,65,15,7.25,31,7.25,NO
209,1,0,8,5,6,1,8,2,1,5,5,5.0,5,5,5.0,0,5.0,NO
147,1,1,1,0,9,1,1,3,1,3,3,3.0,7,5,5.0,2,5.0,NO
98,1,0,6,4,0,1,2,1,1,0,0,0.0,2,1,1.0,1,1.0,NO
132,1,1,8,1,3,6,0,0,1,132,132,132.0,132,132,132.0,0,132.0,NO
236,1,0,6,4,14,1,0,0,1,236,236,236.0,236,236,236.0,0,236.0,NO
227,3,2,2,10,11,7,6,7,2,46,26,15.333333333333334,52,26,16.333333333333332,2,16.333333333333332,NO
172,3,2,1,1,0,0,0,0,2,18,8,6.0,22,10,6.666666666666667,2,6.666666666666667,NO
507,9,4,14,17,15,7,10,7,2,114,59,12.666666666666666,192,61,17.0,22,17.0,NO
90,1,0,1,0,8,2,0,5,1,90,90,90.0,90,90,90.0,0,90.0,NO
58,1,0,1,0,6,0,0,1,1,58,58,58.0,58,58,58.0,0,58.0,NO
132,0,0,5,1,3,3,4,0,0,0,0,0.0,0,0,0.0,0,0.0,NO
529,4,0,22,6,24,15,2,1,1,4,3,1.0,22,5,2.25,8,2.25,NO
694,10,5,57,12,19,7,26,8,3,107,43,10.7,295,48,19.3,44,19.3,NO
148,0,0,3,3,21,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,NO
174,0,0,16,1,1,4,2,3,0,0,0,0.0,0,0,0.0,0,0.0,NO
148,0,0,9,0,2,3,2,2,0,0,0,0.0,0,0,0.0,0,0.0,NO
92,1,0,6,2,0,2,3,2,1,0,0,0.0,4,2,2.0,2,2.0,NO
77,1,0,1,1,1,1,3,0,1,77,77,77.0,77,77,77.0,0,77.0,NO
664,2,0,40,8,3,6,0,0,1,665,665,332.5,667,665,333.0,1,333.0,NO
55,1,0,1,0,0,1,1,0,1,55,55,55.0,55,55,55.0,0,55.0,NO
256,3,1,18,14,5,10,11,3,2,22,19,7.333333333333333,64,33,14.333333333333334,14,14.333333333333334,NO
54,0,0,1,0,0,1,0,2,0,0,0,0.0,0,0,0.0,0,0.0,NO
38,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,NO
98,0,0,3,2,3,4,0,0,0,0,0,0.0,0,0,0.0,0,0.0,NO
39,0,0,1,0,1,0,2,0,0,0,0,0.0,0,0,0.0,0,0.0,NO
47,1,0,1,0,2,1,2,0,1,47,47,47.0,47,47,47.0,0,47.0,NO
69,0,0,1,2,0,2,0,0,0,0,0,0.0,0,0,0.0,0,0.0,NO
43,1,0,1,0,2,0,1,0,1,43,43,43.0,43,43,43.0,0,43.0,NO
94,0,0,6,2,2,2,6,0,0,0,0,0.0,0,0,0.0,0,0.0,NO
72,0,0,1,0,3,0,6,0,0,0,0,0.0,0,0,0.0,0,0.0,NO
42,0,0,1,0,3,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,NO
48,0,0,1,0,1,0,3,0,0,0,0,0.0,0,0,0.0,0,0.0,NO
63,0,0,1,0,2,0,5,0,0,0,0,0.0,0,0,0.0,0,0.0,NO
318,3,0,2,0,12,1,11,0,2,81,47,27.0,91,47,28.666666666666668,4,28.666666666666668,NO
136,1,0,5,5,4,0,9,0,1,3,3,3.0,3,3,3.0,0,3.0,NO
141,1,0,3,4,3,3,12,0,1,4,4,4.0,4,4,4.0,0,4.0,NO
190,1,0,4,7,11,4,4,0,1,13,13,13.0,17,15,15.0,2,15.0,NO
46,0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,NO
165,1,0,8,11,3,2,18,0,1,37,37,37.0,81,59,59.0,22,59.0,NO
162,1,0,45,2,14,1,5,0,1,13,13,13.0,13,13,13.0,0,13.0,NO
58,0,0,5,1,1,0,2,0,0,0,0,0.0,0,0,0.0,0,0.0,NO
148,1,0,31,1,2,1,5,0,1,1,1,1.0,19,9,9.0,10,9.0,NO
74,0,0,1,2,5,0,2,0,0,0,0,0.0,0,0,0.0,0,0.0,NO
36,1,0,1,0,0,0,0,0,1,36,36,36.0,36,36,36.0,0,36.0,NO
37,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,NO
38,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,NO
39,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,NO
96,0,0,12,2,3,1,8,0,0,0,0,0.0,0,0,0.0,0,0.0,NO
